sequence_number,time_to_detect_ms
575553,100.0
846408,100.0
733042,100.0
274192,100.0
245527,100.0
365022,100.0
421444,100.0
481292,100.0
455692,100.0
437280,100.0
238783,100.0
91053,100.0
410727,100.0
150671,100.0
643291,100.0
304986,100.0
561470,100.0
69827,100.0
144646,100.0
549914,100.0
367964,100.0
81428,100.0
559166,100.0
95656,100.0
494850,100.0
654269,100.0
749472,100.0
614847,100.0
116134,100.0
446490,100.0
