CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;MID_RANGE;MEAN_DEVIATION;PHI;TIMEOUT
200.17.202.35;54113;1745543161635620322;1745543161643744512;853924;11;99974306.13518497;760959.5472913884;112172569;1.7455431617467628e+18
200.17.202.35;54113;1745543161735629033;1745543161743607040;853925;11;99963128.32166648;696041.4060807469;122634785;1.7455431618463544e+18
200.17.202.35;54113;1745543161835641542;1745543161851426816;853926;11;100748793.08949983;1412102.033306024;60448163;1.745543161957824e+18
200.17.202.35;54113;1745543161935620335;1745543161943645952;853927;11;99895827.38054985;2123857.5389254047;40190592;1.745543162052037e+18
200.17.202.35;54113;1745543162035645917;1745543162043848704;853928;11;99926519.84249488;1942164.2469778794;43950552;1.7455431621515438e+18
200.17.202.35;54113;1745543162135613111;1745543162143745792;853929;11;99923576.65824538;1750891.006529579;48751916;1.745543162250673e+18
200.17.202.35;54113;1745543162235639575;1745543162243644416;853930;11;99921081.39242086;1578297.1717011596;54083219;1.7455431623498788e+18
200.17.202.35;54113;1745543162335617177;1745543162343670272;853931;11;99931558.85317877;1430944.9152889578;59652536;1.7455431624493256e+18
200.17.202.35;54113;1745543162435639762;1745543162443574784;853932;11;99928854.1678609;1290555.109077939;66141765;1.7455431625486659e+18
200.17.202.35;54113;1745543162535633936;1745543162543789056;853933;11;99957395.95107481;1190041.3813840556;71728340;1.7455431626485066e+18
200.17.202.35;54113;1745543162635629980;1745543162643703040;853934;11;99953054.75596732;1075378.438353131;79376516;1.7455431627479575e+18
200.17.202.35;54113;1745543162735639681;1745543162743606784;853935;11;99948123.6803706;972771.6701145498;87749157;1.745543162847446e+18
200.17.202.35;54113;1745543162835631115;1745543162843623168;853936;11;99954949.71233353;882320.535066035;96744880;1.7455431629471073e+18
200.17.202.35;54113;1745543162935621708;1745543162943800320;853937;11;99977169.94110018;816308.7103260785;104568399;1.7455431630470428e+18
200.17.202.35;54113;1745543163035626382;1745543163043600384;853938;11;99959459.34699017;752388.4334034886;113452296;1.7455431631465695e+18
200.17.202.35;54113;1745543163135634368;1745543163143466240;853939;11;99950099.01229115;686509.9247621566;124339493;1.7455431632461624e+18
200.17.202.35;54113;1745543163235613600;1745543163243640320;853940;11;99972497.11106203;640257.0310568261;133322076;1.745543163346174e+18
200.17.202.35;54113;1745543163335617134;1745543163343614720;853941;11;99972687.39995584;576421.61684494;148086911;1.745543163445893e+18
200.17.202.35;54113;1745543163435801467;1745543163443748352;853942;11;99988781.85996026;534873.9151648621;159590129;1.7455431635458767e+18
200.17.202.35;54113;1745543163535642030;1745543163543713792;853943;11;99986447.67396423;483720.7096444017;176466907;1.745543163645635e+18
200.17.202.35;54113;1745543163635625123;1745543163643672064;853944;11;99983630.10656781;438166.2060763847;194813742;1.7455431637454083e+18
200.17.202.35;54113;1745543163735625053;1745543163743592448;853945;11;99977305.49591103;400674.1961255277;213043165;1.7455431638451725e+18
200.17.202.35;54113;1745543163835634976;1745543163843966720;853946;11;100017002.14631994;400303.4269218718;213240739;1.745543163945585e+18
200.17.202.35;54113;1745543163935623180;1745543163943620096;853947;11;99980639.53168795;396635.69886167865;215212852;1.7455431640451873e+18
200.17.202.35;54113;1745543164035656454;1745543164043888384;853948;11;100009404.37851915;385736.97580671625;221293797;1.7455431641454408e+18
200.17.202.35;54113;1745543164135639662;1745543164143832576;853949;11;100002883.14066724;353684.5160779594;241348707;1.7455431642452503e+18
200.17.202.35;54113;1745543164235617875;1745543164243600896;853950;11;99979426.82660052;341772.37853688793;249760973;1.7455431643449475e+18
200.17.202.35;54113;1745543164335628716;1745543164343497216;853951;11;99971116.14394048;315905.82334325137;270211867;1.745543164444732e+18
200.17.202.35;54113;1745543164435623547;1745543164443568384;853952;11;99981121.32954644;294320.4266148784;290029489;1.7455431645447268e+18
200.17.202.35;54113;1745543164535614809;1745543164543720704;853953;11;99998241.1965918;282008.2509987469;302692218;1.745543164644847e+18
200.17.202.35;54113;1745543164635635843;1745543164643874048;853954;11;100013751.47693262;269317.70623969275;316955778;1.745543164744965e+18
200.17.202.35;54113;1745543164735642487;1745543164743832832;853955;11;100008254.72923934;247882.683308985;344364127;1.7455431648448325e+18
200.17.202.35;54113;1745543164835613990;1745543164843608064;853956;11;99984952.45631541;246396.68790202096;346441365;1.7455431649445786e+18
200.17.202.35;54113;1745543164935639838;1745543164943848192;853957;11;100010470.01068386;247274.57348027756;345211818;1.7455431650448479e+18
200.17.202.35;54113;1745543165035614765;1745543165043693312;853958;11;99993935.00961548;239082.11720063622;357041367;1.7455431651446436e+18
200.17.202.35;54113;1745543165135642999;1745543165143727104;853959;11;99997920.70865394;219159.60451902452;389498359;1.7455431652446016e+18
200.17.202.35;54113;1745543165235588499;1745543165243528448;853960;11;99978263.03778854;216901.31493251625;393554125;1.7455431653443743e+18
200.17.202.35;54113;1745543165335638944;1745543165343603968;853961;11;99987988.73400968;204936.8796604106;416530728;1.7455431654444116e+18
200.17.202.35;54113;1745543165435609821;1745543165443642368;853962;11;99993029.86060871;189484.31829340121;450499592;1.7455431655443932e+18
200.17.202.35;54113;1745543165535617105;1745543165543718912;853963;11;100001381.27454785;178887.3004031899;477187080;1.745543165644436e+18
200.17.202.35;54113;1745543165635603663;1745543165643444736;853964;11;99973825.54709306;188554.29781765543;452722694;1.7455431657441728e+18
200.17.202.35;54113;1745543165735607894;1745543165743634432;853965;11;99995412.59238376;191285.91332658354;446258213;1.745543165844395e+18
200.17.202.35;54113;1745543165835617440;1745543165843885824;853966;11;100021010.53314538;197755.26275554948;431659864;1.7455431659446979e+18
200.17.202.35;54113;1745543165935625744;1745543165943860480;853967;11;100016375.07983084;182615.18979453284;467448029;1.7455431660446072e+18
200.17.202.35;54113;1745543166035613331;1745543166043464192;853968;11;99975108.77184775;205619.9787981636;415150378;1.745543166144262e+18
200.17.202.35;54113;1745543166135627575;1745543166143668224;853969;11;99998001.09466298;207950.30373357175;410498617;1.745543166244498e+18
200.17.202.35;54113;1745543166235617863;1745543166243492608;853970;11;99980639.38519669;204516.98282651248;417390340;1.7455431663442913e+18
200.17.202.35;54113;1745543166335629532;1745543166343898368;853971;11;100023151.44667701;226577.34602419264;376752196;1.745543166444828e+18
200.17.202.35;54113;1745543166435724836;1745543166443681024;853972;11;99999101.90200931;227969.1560894748;374452471;1.7455431665445921e+18
200.17.202.35;54113;1745543166535654810;1745543166543817984;853973;11;100012887.71180838;218958.05027959647;389863327;1.7455431666447068e+18
200.17.202.35;54113;1745543166635618155;1745543166643846400;853974;11;100014440.54062754;198615.0740707985;429795245;1.7455431667446554e+18
200.17.202.35;54113;1745543166735659889;1745543166743802112;853975;11;100008567.68656479;184626.42072647254;462360234;1.745543166844549e+18
200.17.202.35;54113;1745543166835610043;1745543166843535872;853976;11;99981086.91790831;193644.5473103041;440828401;1.7455431669442916e+18
200.17.202.35;54113;1745543166935640917;1745543166943592704;853977;11;99988661.42611748;181854.6007884426;469408617;1.7455431670443087e+18
200.17.202.35;54113;1745543167035612578;1745543167043623424;853978;11;99992867.28350574;167874.99809785036;508498693;1.7455431671442877e+18
200.17.202.35;54113;1745543167135618491;1745543167143843328;853979;11;100015570.95515516;173791.16993749156;491189036;1.745543167244554e+18
200.17.202.35;54113;1745543167235619278;1745543167243779840;853980;11;100007665.05963965;164317.9484592588;519507569;1.7455431673444447e+18
200.17.202.35;54113;1745543167335628142;1745543167343844608;853981;11;100013375.35367568;153596.44764936817;555771436;1.7455431674444723e+18
200.17.202.35;54113;1745543167435593345;1745543167443621888;853982;11;99989765.81830812;161846.33825199917;527442390;1.745543167544259e+18
200.17.202.35;54113;1745543167535615709;1745543167543517952;853983;11;99980395.63647729;155031.88625761075;550626856;1.7455431676441185e+18
200.17.202.35;54113;1745543167635600591;1745543167644772096;853984;11;100107770.47282955;266903.53398412047;319833975;1.7455431677459474e+18
200.17.202.35;54113;1745543167735631815;1745543167743563264;853985;11;99976110.2255466;371873.42786866345;229553701;1.7455431678450268e+18
200.17.202.35;54113;1745543167835610754;1745543167843834112;853986;11;100005584.00299194;364159.8625271373;234416338;1.7455431679452964e+18
200.17.202.35;54113;1745543167935654996;1745543167943542016;853987;11;99975816.00269276;357511.87657361804;238775627;1.745543168044948e+18
200.17.202.35;54113;1745543168035607080;1745543168043788800;853988;11;100002912.80242348;348857.4886469803;244699413;1.745543168145187e+18
200.17.202.35;54113;1745543168135651774;1745543168143660032;853989;11;99989744.72218114;327139.82002463;260944459;1.7455431682449585e+18
200.17.202.35;54113;1745543168235645688;1745543168243794176;853990;11;100004184.64996302;308865.7658040528;276383572;1.7455431683450337e+18
200.17.202.35;54113;1745543168335628226;1745543168343466240;853991;11;99970972.58496672;311191.25421994965;274318522;1.745543168444682e+18
200.17.202.35;54113;1745543168435653095;1745543168443486976;853992;11;99975948.92647004;285048.47030128277;299477578;1.7455431685446031e+18
200.17.202.35;54113;1745543168535613939;1745543168543569920;853993;11;99986648.43382305;267243.1306241504;319430945;1.7455431686446257e+18
200.17.202.35;54113;1745543168635633832;1745543168643643392;853994;11;99995330.79044075;249201.17417943047;342557881;1.7455431687446356e+18
200.17.202.35;54113;1745543168735641894;1745543168743803904;853995;11;100011848.91139668;240799.1777174121;354510872;1.745543168844779e+18
200.17.202.35;54113;1745543168835621848;1745543168843808000;853996;11;100011073.620257;217494.55108533913;392497313;1.7455431689446892e+18
200.17.202.35;54113;1745543168935645478;1745543168943521792;853997;11;99981345.45823132;225473.25800250573;378608660;1.745543169044405e+18
200.17.202.35;54113;1745543169035814041;1745543169043960576;853998;11;100027089.31240818;248669.78637912363;343291515;1.7455431691449823e+18
200.17.202.35;54113;1745543169135630441;1745543169143608576;853999;11;99989180.38116737;261711.73898202914;326184563;1.7455431692446446e+18
200.17.202.35;54113;1745543169235579993;1745543169243628288;854000;11;99992233.54305063;238593.72696708952;357789916;1.745543169344575e+18
200.17.202.35;54113;1745543169335572766;1745543169343434752;854001;11;99973656.58874556;233311.30857544375;365891097;1.7455431694443418e+18
200.17.202.35;54113;1745543169435633270;1745543169443560448;854002;11;99988860.529871;225184.11884334296;379097031;1.74554316954445e+18
200.17.202.35;54113;1745543169535632491;1745543169543670528;854003;11;100000982.4768839;214787.6539719085;397447105;1.7455431696445307e+18
200.17.202.35;54113;1745543169635616163;1745543169643611392;854004;11;99994970.62919551;199320.73626310797;428288764;1.7455431697444037e+18
200.17.202.35;54113;1745543169735592886;1745543169743770624;854005;11;100011396.76627597;195814.79971724603;435957508;1.7455431698445652e+18
200.17.202.35;54113;1745543169835760721;1745543169843754496;854006;11;100008644.28964838;178985.79637311865;476948643;1.745543169944479e+18
200.17.202.35;54113;1745543169935619894;1745543169943663872;854007;11;99998717.46068354;171014.04570064516;499182000;1.7455431700443466e+18
200.17.202.35;54113;1745543170035639636;1745543170043567872;854008;11;99989245.71461518;163384.3871989346;522493217;1.7455431701442107e+18
200.17.202.35;54113;1745543170135632789;1745543170143772672;854009;11;100010801.14315367;168601.37701752302;506326436;1.745543170244458e+18
200.17.202.35;54113;1745543170235632193;1745543170243804928;854010;11;100012946.6288383;153886.72500040397;554742033;1.7455431703444334e+18
200.17.202.35;54113;1745543170335594141;1745543170343655168;854011;11;99996675.96595447;154768.71538419364;551581341;1.7455431704442708e+18
200.17.202.35;54113;1745543170435605365;1745543170443673856;854012;11;99998877.16935901;141493.0472503275;603334494;1.7455431705442386e+18
200.17.202.35;54113;1745543170535590553;1745543170543536640;854013;11;99985267.8524231;140953.0594611961;605646570;1.7455431706440858e+18
200.17.202.35;54113;1745543170635626217;1745543170643750656;854014;11;100008142.66718079;149732.5682727663;570135396;1.7455431707443576e+18
200.17.202.35;54113;1745543170735746465;1745543170743726336;854015;11;100004896.40046272;138005.57816356883;618583240;1.7455431708442831e+18
200.17.202.35;54113;1745543170835637888;1745543170843535360;854016;11;99985309.16041645;143792.26039348362;593690081;1.7455431709440957e+18
200.17.202.35;54113;1745543170935603155;1745543170943575040;854017;11;99990746.24437481;134850.11831248985;633059431;1.7455431710441052e+18
200.17.202.35;54113;1745543171035637359;1745543171043613952;854018;11;99995562.81993733;126181.6820437597;676550179;1.7455431711441142e+18
200.17.202.35;54113;1745543171135761877;1745543171143832320;854019;11;100017843.3379436;135844.0318456504;628429078;1.7455431712443935e+18
200.17.202.35;54113;1745543171235637139;1745543171243915008;854020;11;100024327.80414924;128744.0948667255;663086258;1.7455431713444544e+18
200.17.202.35;54113;1745543171335608585;1745543171343793664;854021;11;100009760.62373431;130436.86579497697;654481694;1.745543171444325e+18
200.17.202.35;54113;1745543171435635729;1745543171443897856;854022;11;100019203.76136088;126836.31684204825;673061497;1.7455431715444244e+18
200.17.202.35;54113;1745543171535616648;1745543171543781632;854023;11;100005660.9852248;127695.4612939318;668533879;1.745543171644298e+18
200.17.202.35;54113;1745543171635635072;1745543171643541248;854024;11;99981056.48670231;139530.41368701844;611829643;1.7455431717440804e+18
200.17.202.35;54113;1745543171735615787;1745543171743602688;854025;11;99989094.83803208;133615.72364808578;638913904;1.7455431718441262e+18
200.17.202.35;54113;1745543171835631291;1745543171843649280;854026;11;99994844.55422887;126003.86748006904;677511300;1.7455431719441482e+18
200.17.202.35;54113;1745543171935584288;1745543171943540736;854027;11;99984505.69880599;123742.33615494934;689894401;1.7455431720440202e+18
200.17.202.35;54113;1745543172035610032;1745543172043544320;854028;11;99986413.52892539;113275.93265885563;753639748;1.7455431721439839e+18
200.17.202.35;54113;1745543172135605473;1745543172143644672;854029;11;99997807.37603286;113342.18650043115;753200096;1.7455431722440957e+18
200.17.202.35;54113;1745543172235624564;1745543172243608064;854030;11;99994365.83842959;105449.50545367395;809576546;1.7455431723440243e+18
200.17.202.35;54113;1745543172335601458;1745543172343508224;854031;11;99984945.25458662;104325.13875126507;818302742;1.7455431724439104e+18
200.17.202.35;54113;1745543172435641522;1745543172443646720;854032;11;100000300.32912795;109247.69941747635;781431992;1.745543172544084e+18
200.17.202.35;54113;1745543172535624025;1745543172543507968;854033;11;99986395.09621516;112228.16238852395;760680265;1.7455431726439432e+18
200.17.202.35;54113;1745543172635636157;1745543172643519488;854034;11;99988907.58659364;103517.83652815569;824687336;1.7455431727439224e+18
200.17.202.35;54113;1745543172735605851;1745543172743483136;854035;11;99986381.62793428;95692.01153470442;892132458;1.7455431728438523e+18
200.17.202.35;54113;1745543172835601954;1745543172843561472;854036;11;99995577.06514084;95318.24758780628;895631760;1.7455431729439383e+18
200.17.202.35;54113;1745543172935725177;1745543172943827200;854037;11;100022592.15862677;112801.51631494131;756817396;1.745543173044301e+18
200.17.202.35;54113;1745543173035622080;1745543173043734528;854038;11;100011065.74276409;113047.78054612369;755169630;1.745543173144198e+18
200.17.202.35;54113;1745543173135612934;1745543173143563008;854039;11;99992807.16848768;120001.57676791986;711410248;1.7455431732440358e+18
200.17.202.35;54113;1745543173235759359;1745543173243929600;854040;11;100030185.65163893;145379.90224235956;587223200;1.7455431733445412e+18
200.17.202.35;54113;1745543173335735502;1745543173343783680;854041;11;100012575.08647503;148452.47718201613;575069907;1.7455431734443901e+18
200.17.202.35;54113;1745543173435736858;1745543173443698944;854042;11;100002843.97782752;143338.33811131748;595588411;1.7455431735442752e+18
200.17.202.35;54113;1745543173535737052;1745543173543522048;854043;11;99984869.98004478;146978.50208293766;580838372;1.7455431736440947e+18
200.17.202.35;54113;1745543173635608555;1745543173643536384;854044;11;99987816.5820403;135227.25387016567;631313970;1.745543173744065e+18
200.17.202.35;54113;1745543173735613939;1745543173743546624;854045;11;99990058.92383626;123946.87027911961;688770558;1.7455431738440325e+18
200.17.202.35;54113;1745543173835639341;1745543173843569152;854046;11;99993305.83145264;114799.09086758154;743656198;1.7455431739440218e+18
200.17.202.35;54113;1745543173935617531;1745543173943728384;854047;11;100009898.44830738;119911.7986355596;711949588;1.7455431740442179e+18
200.17.202.35;54113;1745543174035610092;1745543174043456768;854048;11;99981747.00347665;136072.06360274163;627397385;1.7455431741439828e+18
200.17.202.35;54113;1745543174135606461;1745543174143500800;854049;11;99987975.50312899;128693.35689480252;663370351;1.7455431742440036e+18
200.17.202.35;54113;1745543174235620384;1745543174243630592;854050;11;100002157.1528161;130005.67089242321;656674874;1.7455431743441528e+18
200.17.202.35;54113;1745543174335617120;1745543174343602688;854051;11;99999151.03753449;120011.21908479108;711363145;1.745543174444082e+18
200.17.202.35;54113;1745543174435630563;1745543174443684352;854052;11;100007402.33378103;116261.39342286295;734307891;1.7455431745441567e+18
200.17.202.35;54113;1745543174535621810;1745543174543768064;854053;11;100015033.30040294;112266.22070247328;760440304;1.7455431746442322e+18
200.17.202.35;54113;1745543174635637054;1745543174643469568;854054;11;99983680.37036264;132392.5286725199;644838958;1.7455431747439828e+18
200.17.202.35;54113;1745543174735624765;1745543174743759104;854055;11;100014265.93332638;149738.83876900395;570139056;1.7455431748443722e+18
200.17.202.35;54113;1745543174835626845;1745543174843750912;854056;11;100012020.13999374;137010.7482247414;623104843;1.745543174944311e+18
200.17.202.35;54113;1745543174935633032;1745543174943523840;854057;11;99988110.92599437;147218.88740164146;579899518;1.7455431750441009e+18
200.17.202.35;54113;1745543175035618135;1745543175043715584;854058;11;100008474.23339492;152860.30606204068;558498568;1.7455431751443356e+18
200.17.202.35;54113;1745543175135689456;1745543175143693056;854059;11;100005374.01005544;140674.4987953287;606878740;1.745543175244261e+18
200.17.202.35;54113;1745543175235629647;1745543175243634176;854060;11;99998948.6090499;133032.44992133958;641741645;1.7455431753441654e+18
200.17.202.35;54113;1745543175335638333;1745543175343547392;854061;11;99990375.3481449;128302.46583419575;665400804;1.745543175444051e+18
200.17.202.35;54113;1745543175435632976;1745543175443569664;854062;11;99993565.01333041;118661.8844362858;719461560;1.745543175544038e+18
200.17.202.35;54113;1745543175535624430;1745543175543500544;854063;11;99987296.51199737;113064.19732569871;755082220;1.74554317564394e+18
200.17.202.35;54113;1745543175635626278;1745543175643675136;854064;11;100006026.06079765;120487.32639339165;708563033;1.745543175744163e+18
200.17.202.35;54113;1745543175735612761;1745543175743553792;854065;11;99993289.05471788;121175.59983381715;704539250;1.7455431758440317e+18
200.17.202.35;54113;1745543175835594999;1745543175843488768;854066;11;99987457.74924609;114889.34532222379;743089506;1.7455431759439357e+18
200.17.202.35;54113;1745543175935619209;1745543175943705600;854067;11;100010395.17432149;126337.83586539234;675752964;1.7455431760442214e+18
200.17.202.35;54113;1745543176035616858;1745543176043565824;854068;11;99995378.05688933;128721.16971100186;663241859;1.745543176144076e+18
200.17.202.35;54113;1745543176135613111;1745543176143527936;854069;11;99992051.4512004;119175.65842883421;716365822;1.7455431762439967e+18
200.17.202.35;54113;1745543176235602758;1745543176243589376;854070;11;99998990.30608036;114196.94746591122;747598520;1.745543176344045e+18
200.17.202.35;54113;1745543176335607591;1745543176343455744;854071;11;99985728.07547233;116039.48332735572;735728627;1.7455431764439055e+18
200.17.202.35;54113;1745543176435583032;1745543176443606272;854072;11;100002208.0679251;120915.52744738763;706060436;1.7455431765440922e+18
200.17.202.35;54113;1745543176535708383;1745543176543749888;854073;11;100016348.86113258;122964.76791013932;694294567;1.745543176644258e+18
200.17.202.35;54113;1745543176635618228;1745543176643642368;854074;11;100003961.97501932;123055.17723238308;693785284;1.7455431767441385e+18
200.17.202.35;54113;1745543176735628862;1745543176743592448;854075;11;99998573.7775174;116137.85701107686;735108895;1.7455431768440556e+18
200.17.202.35;54113;1745543176835622034;1745543176843572480;854076;11;99996719.59976566;106378.2490617085;802551960;1.7455431769439946e+18
200.17.202.35;54113;1745543176935638678;1745543176943858944;854077;11;100025694.03978908;124714.86417897181;684554908;1.7455431770443835e+18
200.17.202.35;54113;1745543177035594201;1745543177043524352;854078;11;99989665.43581018;148271.98173998267;575795053;1.745543177144107e+18
200.17.202.35;54113;1745543177135618695;1745543177143520000;854079;11;99990263.69222917;134043.03998496654;636917621;1.7455431772440463e+18
200.17.202.35;54113;1745543177235581802;1745543177243375872;854080;11;99976824.52300626;134077.90520938655;636752751;1.745543177343889e+18
200.17.202.35;54113;1745543177335590815;1745543177343437312;854081;11;99985286.07070564;129131.66238782185;661143626;1.745543177443939e+18
200.17.202.35;54113;1745543177435600917;1745543177443528704;854082;11;99995896.66363508;126829.08907847592;673147434;1.745543177544032e+18
200.17.202.35;54113;1745543177535586513;1745543177543471616;854083;11;99990598.19727157;119444.64653413584;714764361;1.74554317764394e+18
200.17.202.35;54113;1745543177635584177;1745543177644767744;854084;11;100121151.17754441;238053.16215356518;358637851;1.7455431777458412e+18
200.17.202.35;54113;1745543177735615229;1745543177743654912;854085;11;99997752.85978997;337646.16369265015;252853391;1.7455431778450033e+18
200.17.202.35;54113;1745543177835599793;1745543177843568384;854086;11;99989324.77381098;312309.6333023819;273366778;1.745543177944807e+18
200.17.202.35;54113;1745543177935695997;1745543177943784704;854087;11;100012024.29642989;303778.19259104546;281044461;1.745543178045012e+18
200.17.202.35;54113;1745543178035691428;1745543178043723008;854088;11;100004652.2667869;280772.40297492966;304072901;1.7455431781448507e+18
200.17.202.35;54113;1745543178135637511;1745543178143595776;854089;11;99991463.84010822;265883.589356127;321100599;1.7455431782446508e+18
200.17.202.35;54113;1745543178235732606;1745543178243792640;854090;11;100012003.8560974;259835.24640969274;328575438;1.745543178344844e+18
200.17.202.35;54113;1745543178335746380;1745543178343678208;854091;11;99999360.27048767;246495.3073784635;346357834;1.7455431784446636e+18
200.17.202.35;54113;1745543178435644958;1745543178443649536;854092;11;99996557.0434389;224649.0036893838;380040329;1.7455431785445448e+18
200.17.202.35;54113;1745543178535621661;1745543178543739136;854093;11;100005861.33909501;211488.39897655576;403690142;1.7455431786445908e+18
200.17.202.35;54113;1745543178635629625;1745543178643743488;854094;11;100005710.40518552;190490.49298840133;448189728;1.7455431787445112e+18
200.17.202.35;54113;1745543178735584178;1745543178743600128;854095;11;99990803.36466697;186348.48420811325;458152281;1.7455431788443364e+18
200.17.202.35;54113;1745543178835614662;1745543178843740672;854096;11;100005777.42820027;182687.69932060508;467333508;1.7455431789444772e+18
200.17.202.35;54113;1745543178935634905;1745543178943642112;854097;11;99995343.68538025;174852.67220857204;488274975;1.745543179044337e+18
200.17.202.35;54113;1745543179035632289;1745543179043631616;854098;11;99994759.71684223;157951.37352573985;540522585;1.7455431791442583e+18
200.17.202.35;54113;1745543179135614093;1745543179143631872;854099;11;99995309.34515801;142705.86448894246;598268232;1.745543179244198e+18
200.17.202.35;54113;1745543179235631394;1745543179243672576;854100;11;99999848.81064221;132974.74352424714;642050388;1.7455431793442043e+18
200.17.202.35;54113;1745543179335755879;1745543179343820288;854101;11;100014635.129578;134463.58810760116;634942047;1.7455431794443727e+18
200.17.202.35;54113;1745543179435630902;1745543179443859968;854102;11;100017139.6166202;123521.71633904161;691187663;1.7455431795443712e+18
200.17.202.35;54113;1745543179535627816;1745543179543695616;854103;11;99998990.45495817;129318.70636715724;660204465;1.745543179644212e+18
200.17.202.35;54113;1745543179635625112;1745543179643510528;854104;11;99980582.60946237;134794.68122625857;633384697;1.7455431797440302e+18
200.17.202.35;54113;1745543179735633485;1745543179743659776;854105;11;99997449.14851613;138181.75215739617;617860081;1.74554317984421e+18
200.17.202.35;54113;1745543179835633639;1745543179843647232;854106;11;99996449.83366452;125362.8917932699;681039563;1.7455431799441452e+18
200.17.202.35;54113;1745543179935620449;1745543179943665920;854107;11;99998673.65029807;115050.41924749076;742084993;1.7455431800441247e+18
200.17.202.35;54113;1745543180035611225;1745543180043627264;854108;11;99994940.68526825;107278.34235254907;795848336;1.7455431801440512e+18
200.17.202.35;54113;1745543180135623048;1745543180143565824;854109;11;99989302.61674143;102188.57664411946;835488601;1.745543180243964e+18
200.17.202.35;54113;1745543180235584270;1745543180243507200;854110;11;99984509.95506729;96762.38065385088;882341784;1.7455431803438787e+18
200.17.202.35;54113;1745543180335631154;1745543180343624960;854111;11;99997834.95956056;100411.1470817366;850280018;1.7455431804440243e+18
200.17.202.35;54113;1745543180435635027;1745543180443643904;854112;11;99999945.86360452;92480.93641750712;923192344;1.7455431805440138e+18
200.17.202.35;54113;1745543180535624601;1745543180543628544;854113;11;99998415.27724406;84763.429136208;1007247983;1.745543180643966e+18
200.17.202.35;54113;1745543180635613681;1745543180643522816;854114;11;99988000.94951966;86701.41394699331;984734734;1.7455431807438577e+18
200.17.202.35;54113;1745543180735613979;1745543180743508992;854115;11;99987818.4545677;78213.7675042604;1091598028;1.7455431808438098e+18
200.17.202.35;54113;1745543180835642872;1745543180844153600;854116;11;100053497.40911093;136071.34529706428;627450941;1.7455431809447514e+18
200.17.202.35;54113;1745543180935603800;1745543180943642880;854117;11;99997075.66819984;178885.9516784512;477277252;1.7455431810443556e+18
200.17.202.35;54113;1745543181035619098;1745543181043690752;854118;11;100002155.30137986;166076.98969062237;514088652;1.745543181144357e+18
200.17.202.35;54113;1745543181135796923;1745543181143886592;854119;11;100021523.77124187;168837.76058357419;505683063;1.7455431812445834e+18
200.17.202.35;54113;1745543181235646229;1745543181243626240;854120;11;99993336.19411768;180141.56164940412;473952243;1.7455431813443402e+18
200.17.202.35;54113;1745543181335646833;1745543181343564288;854121;11;99987807.37470591;167656.22489623172;509248003;1.7455431814442227e+18
200.17.202.35;54113;1745543181435620133;1745543181443650048;854122;11;99997602.63723533;160685.8649360175;531339195;1.7455431815442903e+18
200.17.202.35;54113;1745543181535639940;1745543181543644928;854123;11;99997330.37351179;144889.5421659486;589268193;1.7455431816442217e+18
200.17.202.35;54113;1745543181635765905;1745543181643707392;854124;11;100003843.7361606;136913.95059817462;623595322;1.7455431817442588e+18
200.17.202.35;54113;1745543181735648955;1745543181743737856;854125;11;100006505.76254454;125884.58192229655;678232380;1.7455431818442478e+18
200.17.202.35;54113;1745543181835631038;1745543181843750144;854126;11;100007083.98629008;113874.34747561265;749765878;1.7455431819442127e+18
200.17.202.35;54113;1745543181935643304;1745543181943600896;854127;11;99991450.78766108;118120.11135705962;722816801;1.7455431820440648e+18
200.17.202.35;54113;1745543182035624877;1745543182043544576;854128;11;99986673.70889497;111085.17898746122;768593096;1.7455431821439757e+18
200.17.202.35;54113;1745543182135621488;1745543182143545088;854129;11;99988057.53800547;101360.49019921829;842334149;1.7455431822439386e+18
200.17.202.35;54113;1745543182235699692;1745543182243749120;854130;11;100009654.98420493;112821.88737874932;756763642;1.7455431823442102e+18
200.17.202.35;54113;1745543182335597945;1745543182343432704;854131;11;99977047.88578445;134146.7970613677;636463975;1.7455431824439462e+18
200.17.202.35;54113;1745543182435652659;1745543182443612160;854132;11;99997288.697206;140972.9287767862;605646095;1.7455431825441733e+18
200.17.202.35;54113;1745543182535603350;1745543182543512832;854133;11;99987627.02748542;136537.30561970812;625322173;1.7455431826440466e+18
200.17.202.35;54113;1745543182635801556;1745543182643741696;854134;11;100011750.72473687;147007.27230919577;580786946;1.7455431827443415e+18
200.17.202.35;54113;1745543182735603288;1745543182743709184;854135;11;100007324.45226318;136732.81755196312;624429503;1.7455431828442634e+18
200.17.202.35;54113;1745543182835615532;1745543182843731456;854136;11;100008819.20703687;124554.29057044917;685485064;1.7455431829442386e+18
200.17.202.35;54113;1745543182935718055;1745543182943693056;854137;11;100004097.28633319;116820.78221709104;730864875;1.7455431830441644e+18
200.17.202.35;54113;1745543183035609097;1745543183043457792;854138;11;99980161.15769987;129074.83262870077;661479126;1.7455431831439542e+18
200.17.202.35;54113;1745543183135616401;1745543183143693056;854139;11;100005671.44192988;141677.6335958439;602638578;1.7455431832442655e+18
200.17.202.35;54113;1745543183235607994;1745543183243602176;854140;11;99996016.2977369;137165.01442924718;622465639;1.745543183344147e+18
200.17.202.35;54113;1745543183335619890;1745543183343721216;854141;11;100008318.6679632;135750.88321263267;628950668;1.7455431834442726e+18
