CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;MID_RANGE;MEAN_DEVIATION;PHI;TIMEOUT
200.17.202.35;54113;1745542918035647952;1745542918043618304;851488;11;99992915.2292872;74259.36134817223;1146173497;1.7455429181439084e+18
200.17.202.35;54113;1745542918135573065;1745542918143570432;851489;11;99988836.50635849;70912.14814207572;1200276888;1.7455429182438428e+18
200.17.202.35;54113;1745542918235635529;1745542918243718400;851490;11;100004749.65572263;79734.0826920192;1067477168;1.745542918344042e+18
200.17.202.35;54113;1745542918335612141;1745542918343604480;851491;11;99992882.69015037;83627.6399950806;1017778495;1.745542918443932e+18
200.17.202.35;54113;1745542918435615225;1745542918443688960;851492;11;100002042.42113534;84424.60698053602;1008171871;1.7455429185440287e+18
200.17.202.35;54113;1745542918535618728;1745542918543630592;851493;11;99996001.37902181;82023.18839601602;1037689662;1.7455429186439547e+18
200.17.202.35;54113;1745542918635619122;1745542918643601920;851494;11;99993534.04111962;76288.20745859527;1115699505;1.7455429187439007e+18
200.17.202.35;54113;1745542918735611865;1745542918743712000;851495;11;100005188.63700765;80313.98260077371;1059775806;1.7455429188440384e+18
200.17.202.35;54113;1745542918835632237;1745542918843723264;851496;11;100005796.17330688;72890.12063993097;1167715397;1.7455429189440207e+18
200.17.202.35;54113;1745542918935608151;1745542918943732992;851497;11;100006189.3559762;65994.29124524964;1289733022;1.745542919044003e+18
200.17.202.35;54113;1745542919035624875;1745542919043798528;851498;11;100012124.02037857;65329.52652310526;1302858319;1.745542919144072e+18
200.17.202.35;54113;1745542919135606965;1745542919143702528;851499;11;100001311.61834072;69608.97590865221;1222762105;1.7455429192439823e+18
200.17.202.35;54113;1745542919235636449;1745542919243752960;851500;11;100006223.65650664;67560.1164837154;1259845642;1.7455429193440294e+18
200.17.202.35;54113;1745542919335620149;1745542919343863808;851501;11;100016686.09085597;71266.5391846796;1194325130;1.7455429194441656e+18
200.17.202.35;54113;1745542919435631151;1745542919443711744;851502;11;99999811.08177038;81014.89435180873;1050615696;1.7455429195440356e+18
200.17.202.35;54113;1745542919535611763;1745542919543704320;851503;11;99999087.57359333;73636.9130936654;1155882513;1.745542919643998e+18
200.17.202.35;54113;1745542919635632336;1745542919643738880;851504;11;100002634.81623401;69820.46442496552;1219065518;1.7455429197440207e+18
200.17.202.35;54113;1745542919735629650;1745542919743666176;851505;11;99995100.9346106;70372.29960586972;1209507460;1.7455429198439427e+18
200.17.202.35;54113;1745542919835613094;1745542919843693568;851506;11;99998330.04114956;66564.17618422222;1278704654;1.7455429199439583e+18
200.17.202.35;54113;1745542919935612414;1745542919943698176;851507;11;99998957.8370346;60535.554450844334;1406050100;1.7455429200439393e+18
200.17.202.35;54113;1745542920035636655;1745542920043804928;851508;11;100009737.25333114;65261.4153023001;1304233480;1.7455429201440758e+18
200.17.202.35;54113;1745542920135620038;1745542920145165056;851509;11;100144776.32799803;193774.3484389561;439254325;1.7455429202460849e+18
200.17.202.35;54113;1745542920235635007;1745542920243803648;851510;11;99994157.89519823;325015.3463948632;261884016;1.745542920345098e+18
200.17.202.35;54113;1745542920335634531;1745542920343842560;851511;11;99998633.30567841;296989.2222355543;286597689;1.745542920445029e+18
200.17.202.35;54113;1745542920435644010;1745542920443725312;851512;11;99987045.17511058;278878.4305798401;305210142;1.745542920544828e+18
200.17.202.35;54113;1745542920535616459;1745542920543771648;851513;11;99992974.25759952;256919.67001079823;331296650;1.7455429206447923e+18
200.17.202.35;54113;1745542920635623199;1745542920650735104;851514;11;100690022.43183956;928275.8772497665;91693337;1.7455429207551383e+18
200.17.202.35;54113;1745542920735626442;1745542920743844096;851515;11;99931919.3886556;1593551.3327087453;53413296;1.7455429208501501e+18
200.17.202.35;54113;1745542920835645751;1745542920843814912;851516;11;99935809.04979004;1438085.8605723106;59187655;1.745542920949503e+18
200.17.202.35;54113;1745542920935614364;1745542920943870208;851517;11;99947757.74481103;1306225.9695360756;65162561;1.745542921049043e+18
200.17.202.35;54113;1745542921035603532;1745542921043710976;851518;11;99937058.77032992;1186302.3470635707;71749947;1.7455429211483932e+18
200.17.202.35;54113;1745542921135607026;1745542921143762432;851519;11;99948498.49329692;1079111.8353242213;78877117;1.7455429212480274e+18
200.17.202.35;54113;1745542921235613263;1745542921243681280;851520;11;99945533.44396722;974165.7011214914;87374593;1.7455429213475236e+18
200.17.202.35;54113;1745542921335627067;1745542921343853824;851521;11;99968234.49957049;899450.1866126199;94632735;1.74554292144742e+18
200.17.202.35;54113;1745542921435594476;1745542921443779072;851522;11;99963935.84961344;813803.8179084068;104592200;1.7455429215469983e+18
200.17.202.35;54113;1745542921535636240;1745542921543730944;851523;11;99962729.4646521;733629.8210789105;116022591;1.745542921646628e+18
200.17.202.35;54113;1745542921635598630;1745542921643735808;851524;11;99966942.9181869;664480.2925058089;128096700;1.7455429217463606e+18
200.17.202.35;54113;1745542921735634722;1745542921743659776;851525;11;99962645.4263682;602329.7550739184;141314343;1.7455429218460316e+18
200.17.202.35;54113;1745542921835605567;1745542921843626752;851526;11;99963078.48373139;542529.8369297058;156890789;1.74554292194576e+18
200.17.202.35;54113;1745542921935615731;1745542921943621888;851527;11;99966284.23535825;491482.6048635963;173186261;1.7455429220455542e+18
200.17.202.35;54113;1745542922035593302;1745542922043607552;851528;11;99968222.21182242;444272.32084141136;191590003;1.745542922145353e+18
200.17.202.35;54113;1745542922135622734;1745542922143730176;851529;11;99983662.39064017;415285.26757502824;204963291;1.745542922245375e+18
200.17.202.35;54113;1745542922235606663;1745542922243770880;851530;11;99989366.55157617;379460.9017535085;224313850;1.7455429223452782e+18
200.17.202.35;54113;1745542922335622536;1745542922343711232;851531;11;99984465.09641856;346416.2667357744;245711430;1.7455429224450813e+18
200.17.202.35;54113;1745542922435589200;1745542922443636736;851532;11;99978568.98677671;317670.7497040529;267945781;1.745542922544886e+18
200.17.202.35;54113;1745542922535600024;1745542922543609344;851533;11;99977972.88809904;286499.7734113186;297098447;1.7455429226447334e+18
200.17.202.35;54113;1745542922635603347;1745542922643609088;851534;11;99980149.99928916;260026.90726028229;327345885;1.7455429227446292e+18
200.17.202.35;54113;1745542922735615191;1745542922743884800;851535;11;100009706.19936025;263580.41660533857;322933089;1.7455429228449487e+18
200.17.202.35;54113;1745542922835614824;1745542922843635200;851536;11;99983775.57942423;263152.9948808299;323457992;1.7455429229446715e+18
200.17.202.35;54113;1745542922935640428;1745542922943732992;851537;11;99995177.22148181;248239.33745032366;342891020;1.7455429230447212e+18
200.17.202.35;54113;1745542923035603582;1745542923043631616;851538;11;99985521.89933363;233070.7258534728;365207342;1.7455429231445494e+18
200.17.202.35;54113;1745542923135624826;1745542923143708672;851539;11;99994675.30940026;218917.0633347629;388819581;1.745542923244579e+18
200.17.202.35;54113;1745542923235571322;1745542923243598080;851540;11;99984148.57846023;207552.08794131264;410110746;1.7455429233444124e+18
200.17.202.35;54113;1745542923335635716;1745542923343547904;851541;11;99980716.1206142;190229.33699320452;447456967;1.7455429234442895e+18
200.17.202.35;54113;1745542923435630618;1745542923443852544;851542;11;100013108.50855279;203598.79123246396;418074889;1.74554292354468e+18
200.17.202.35;54113;1745542923535646792;1745542923543633152;851543;11;99989858.45769751;206488.96296449655;412223694;1.745542923644449e+18
200.17.202.35;54113;1745542923635619526;1745542923643814400;851544;11;100008997.41192776;204979.02089829583;415260757;1.7455429237446433e+18
200.17.202.35;54113;1745542923735621829;1745542923743667200;851545;11;99993377.67073499;200100.8600012422;425384699;1.745542923844461e+18
200.17.202.35;54113;1745542923835632981;1745542923843817984;851546;11;100009118.3036615;195831.4069276193;434659311;1.7455429239446103e+18
200.17.202.35;54113;1745542923935628855;1745542923943669504;851547;11;99993358.47329535;192008.09660100692;443314875;1.7455429240444308e+18
200.17.202.35;54113;1745542924035607058;1745542924043530240;851548;11;99980096.22596581;186069.5342704408;457464176;1.7455429241442547e+18
200.17.202.35;54113;1745542924135619872;1745542924143686656;851549;11;99997728.20336923;185094.55824681546;459874386;1.7455429242444247e+18
200.17.202.35;54113;1745542924235599185;1745542924243697152;851550;11;99999004.9830323;167861.88208521093;507085622;1.7455429243443676e+18
200.17.202.35;54113;1745542924335606879;1745542924343916544;851551;11;100021043.68472907;173114.39557345974;491700570;1.74554292444463e+18
200.17.202.35;54113;1745542924435604013;1745542924443717120;851552;11;99998996.91625616;177849.7244890207;478609389;1.7455429245444275e+18
200.17.202.35;54113;1745542924535603807;1745542924543753216;851553;11;100002706.82463054;163774.6604145027;519742482;1.7455429246444111e+18
200.17.202.35;54113;1745542924635613057;1745542924643675136;851554;11;99994628.1421675;155475.8768361068;547485249;1.7455429247442916e+18
200.17.202.35;54113;1745542924735624131;1745542924743688448;851555;11;99996496.52795075;141796.67493574673;600302156;1.7455429248442522e+18
200.17.202.35;54113;1745542924835642335;1745542924843681024;851556;11;99996104.47515567;128009.06023724694;664960356;1.7455429249441892e+18
200.17.202.35;54113;1745542924935635189;1745542924943733504;851557;11;100001742.0276401;120845.70669795561;704377946;1.7455429250442186e+18
200.17.202.35;54113;1745542925035641942;1745542925043630080;851558;11;99991225.4248761;119277.73879217048;713638206;1.7455429251440983e+18
200.17.202.35;54113;1745542925135648412;1745542925143827200;851559;11;100011814.88238849;127939.42242534405;665324652;1.7455429252443507e+18
200.17.202.35;54113;1745542925235632567;1745542925243535360;851560;11;99981449.39414965;145510.96842165838;584982382;1.7455429253440988e+18
200.17.202.35;54113;1745542925335622540;1745542925343617536;851561;11;99991522.05473468;141032.53216452792;603558994;1.7455429254441733e+18
200.17.202.35;54113;1745542925435636704;1745542925443643904;851562;11;99995006.6492612;130413.87347460742;652703209;1.7455429255441605e+18
200.17.202.35;54113;1745542925535624063;1745542925543751424;851563;11;100006257.9843351;128623.82120102603;661787632;1.745542925644272e+18
200.17.202.35;54113;1745542925635617453;1745542925643765248;851564;11;100007014.58590159;116518.04064741396;730545709;1.7455429257442383e+18
200.17.202.35;54113;1745542925735626947;1745542925743719680;851565;11;100001756.32731144;110124.49517283139;772960231;1.745542925844162e+18
200.17.202.35;54113;1745542925835625749;1745542925843760128;851566;11;100005625.4945803;102981.21292440413;826577521;1.7455429259441777e+18
200.17.202.35;54113;1745542925935630612;1745542925943721216;851567;11;100001171.74512227;97136.84108999358;876310732;1.7455429260441108e+18
200.17.202.35;54113;1745542926035618296;1745542926043702528;851568;11;99999185.77061005;89409.13149322111;952052162;1.7455429261440594e+18
200.17.202.35;54113;1745542926135635550;1745542926143883520;851569;11;100017366.39354905;98648.84128289406;862881470;1.7455429262442954e+18
200.17.202.35;54113;1745542926235635143;1745542926243602432;851570;11;99987520.95419416;118629.39650951014;717548608;1.7455429263440645e+18
200.17.202.35;54113;1745542926335624462;1745542926343664384;851571;11;99994964.05877475;114209.5614391433;745318148;1.7455429264441162e+18
200.17.202.35;54113;1745542926435611306;1745542926443838976;851572;11;100012926.85289729;120751.39941775354;704940559;1.7455429265443348e+18
200.17.202.35;54113;1745542926535614149;1745542926543909632;851573;11;100018699.76760755;114449.17418624954;743759490;1.745542926644386e+18
200.17.202.35;54113;1745542926635628053;1745542926643864320;851574;11;100012298.59084679;109405.43352838006;778048743;1.7455429267443144e+18
200.17.202.35;54113;1745542926735599632;1745542926743626752;851575;11;99987311.93176211;123451.54926022123;689524446;1.7455429268441078e+18
200.17.202.35;54113;1745542926835642246;1745542926843817472;851576;11;100007652.7385859;131447.2011579877;647582912;1.745542926944351e+18
200.17.202.35;54113;1745542926935636266;1745542926943955712;851577;11;100020711.46472731;131361.2071835985;648007607;1.7455429270445018e+18
200.17.202.35;54113;1745542927035640470;1745542927043731200;851578;11;99996189.11825459;142747.4329379699;596320094;1.7455429271442985e+18
200.17.202.35;54113;1745542927135616695;1745542927143753216;851579;11;99998771.80642912;131055.3778187142;649521329;1.7455429272442762e+18
200.17.202.35;54113;1745542927235635809;1745542927243727104;851580;11;99996283.42578621;120438.22067975458;706780317;1.745542927344205e+18
200.17.202.35;54113;1745542927335593452;1745542927343804160;851581;11;100004360.68320759;116471.65603315791;730851325;1.7455429274442744e+18
200.17.202.35;54113;1745542927435624442;1745542927443781376;851582;11;100001646.21488683;107538.95875060075;791560247;1.7455429275442132e+18
200.17.202.35;54113;1745542927535623062;1745542927543719936;851583;11;99995337.59339815;103093.6843642236;825692340;1.7455429276441277e+18
200.17.202.35;54113;1745542927635622112;1745542927643633664;851584;11;99987176.63405834;100945.27526761663;843266472;1.7455429277440246e+18
200.17.202.35;54113;1745542927735606734;1745542927743688448;851585;11;99993937.3706525;97611.48433502082;872068151;1.7455429278440727e+18
200.17.202.35;54113;1745542927835628358;1745542927843815936;851586;11;100007292.43358725;101205.39883626906;841101047;1.745542927944228e+18
200.17.202.35;54113;1745542927935594243;1745542927943564032;851587;11;99981372.79022853;117004.50231136745;727528141;1.7455429280440133e+18
200.17.202.35;54113;1745542928035617587;1745542928043655168;851588;11;99992349.11120567;116280.37305737764;732059643;1.7455429281441126e+18
200.17.202.35;54113;1745542928135596523;1745542928143726336;851589;11;100000231.0000851;112534.22463107316;756430047;1.7455429282441766e+18
200.17.202.35;54113;1745542928235617417;1745542928243754752;851590;11;100003049.50007659;104099.3021594558;817722766;1.745542928344174e+18
200.17.202.35;54113;1745542928335572459;1745542928343559424;851591;11;99983211.75006893;113527.1219511694;749816157;1.7455429284439967e+18
200.17.202.35;54113;1745542928435596960;1745542928443639552;851592;11;99992903.37506203;111866.03474915918;760950997;1.74554292854408e+18
200.17.202.35;54113;1745542928535615813;1745542928543615488;851593;11;99991206.63755582;102376.16878044662;831489128;1.745542928644016e+18
200.17.202.35;54113;1745542928635612395;1745542928643541760;851594;11;99984713.17380024;98632.01565798423;863054166;1.745542928743921e+18
200.17.202.35;54113;1745542928735610703;1745542928743616256;851595;11;99993691.45642021;97747.09671216132;870868550;1.745542928844001e+18
200.17.202.35;54113;1745542928835640747;1745542928843546624;851596;11;99987359.1107782;94304.73268296648;902658549;1.7455429289439112e+18
200.17.202.35;54113;1745542928935638309;1745542928943633408;851597;11;99997301.59970039;94816.74833685007;897785202;1.74554292904401e+18
200.17.202.35;54113;1745542929035638963;1745542929043762944;851598;11;100010525.03973036;98558.51353312594;863701884;1.7455429291441677e+18
200.17.202.35;54113;1745542929135610786;1745542929143723264;851599;11;100005504.53575732;93723.16615284886;908262898;1.7455429292441037e+18
200.17.202.35;54113;1745542929235598310;1745542929243707392;851600;11;100003366.88218158;86488.5031132958;984239199;1.7455429293440568e+18
200.17.202.35;54113;1745542929335601421;1745542929343657728;851601;11;99998063.79396342;83142.7410201247;1023847358;1.7455429294439885e+18
200.17.202.35;54113;1745542929435640801;1745542929443718656;851602;11;100004350.21456708;81114.88752177049;1049444544;1.7455429295440474e+18
200.17.202.35;54113;1745542929535631928;1745542929543668480;851603;11;99998897.59311038;78456.02022630147;1085011406;1.7455429296439813e+18
200.17.202.35;54113;1745542929635624552;1745542929643609856;851604;11;99993145.43379934;76362.57751470957;1114757781;1.7455429297439084e+18
200.17.202.35;54113;1745542929735598720;1745542929743743744;851605;11;100007219.6904194;82800.57638330448;1028083155;1.7455429298440822e+18
200.17.202.35;54113;1745542929835610774;1745542929843563776;851606;11;99988500.92137747;93239.2877869146;912984009;1.7455429299439252e+18
200.17.202.35;54113;1745542929935620201;1745542929943717888;851607;11;100005062.02923973;100476.46687047662;847224048;1.745542930044125e+18
200.17.202.35;54113;1745542930035636955;1745542930043570944;851608;11;99989861.42631575;105629.42310740186;805894583;1.7455429301439834e+18
200.17.202.35;54113;1745542930135630088;1745542930143597824;851609;11;99993563.28368418;98768.33816508621;861878229;1.7455429302439864e+18
200.17.202.35;54113;1745542930235619898;1745542930243703040;851610;11;100004728.55531576;100056.77598015967;850780768;1.745542930344108e+18
200.17.202.35;54113;1745542930335600039;1745542930343765248;851611;11;100010476.49978419;95799.04285056744;888594276;1.745542930444159e+18
200.17.202.35;54113;1745542930435593733;1745542930443644160;851612;11;99997320.04980578;99375.58854392935;856614620;1.745542930544039e+18
200.17.202.35;54113;1745542930535610677;1745542930543653888;851613;11;99998560.8448252;90678.82470895888;938771348;1.745542930644015e+18
200.17.202.35;54113;1745542930635621981;1745542930643668992;851614;11;100000215.16034266;83265.25775554367;1022356567;1.7455429307440023e+18
200.17.202.35;54113;1745542930735602370;1745542930743561984;851615;11;99989492.8443084;85661.04801425565;993764211;1.745542930843894e+18
200.17.202.35;54113;1745542930835602453;1745542930843657984;851616;11;100000143.55987757;87745.65878198946;970156078;1.7455429309440092e+18
200.17.202.35;54113;1745542930935609655;1745542930943525632;851617;11;99986894.00388981;92220.64889154796;923080526;1.7455429310438815e+18
200.17.202.35;54113;1745542931035618919;1745542931043723008;851618;11;100007942.20350082;104046.78361341177;818162583;1.7455429311441472e+18
200.17.202.35;54113;1745542931135610093;1745542931143635200;851619;11;99998367.18315074;103217.12560215281;824739940;1.7455429312440463e+18
200.17.202.35;54113;1745542931235606206;1745542931243605504;851620;11;99995560.86483568;95701.73135701138;889507278;1.7455429313439839e+18
200.17.202.35;54113;1745542931335624948;1745542931343898112;851621;11;100025265.57835211;115836.27173774228;734894911;1.7455429314443868e+18
200.17.202.35;54113;1745542931435589575;1745542931443933184;851622;11;100026246.2205169;105233.2867287572;808941635;1.7455429315443804e+18
200.17.202.35;54113;1745542931535611788;1745542931543564288;851623;11;99986731.99846521;134224.180107572;634220215;1.7455429316440878e+18
200.17.202.35;54113;1745542931635602700;1745542931643545856;851624;11;99986215.59861869;121318.16194333581;701690395;1.7455429317440174e+18
200.17.202.35;54113;1745542931735601562;1745542931743663360;851625;11;99999344.43875682;122315.18588713362;695971549;1.745542931844152e+18
200.17.202.35;54113;1745542931835588045;1745542931843650560;851626;11;99998129.99488114;111298.11117410261;764864642;1.745542931944094e+18
200.17.202.35;54113;1745542931935620129;1745542931943758080;851627;11;100009068.99539302;111107.30056857853;766179088;1.7455429320442115e+18
200.17.202.35;54113;1745542932035591063;1745542932043624448;851628;11;99994798.89585371;114266.67005102297;744995816;1.7455429321440763e+18
200.17.202.35;54113;1745542932135614907;1745542932143645952;851629;11;99997469.40626833;105510.51346054937;806822835;1.7455429322440655e+18
200.17.202.35;54113;1745542932235605672;1745542932243853056;851630;11;100018432.8656415;115922.92148766157;734353402;1.745542932344335e+18
200.17.202.35;54113;1745542932335628655;1745542932343565312;851631;11;99987815.17907736;134948.31590304588;630822937;1.745542932444093e+18
200.17.202.35;54113;1745542932435604666;1745542932443981056;851632;11;100030608.06116962;164246.36640500557;518298179;1.7455429325446687e+18
200.17.202.35;54113;1745542932535624832;1745542932543567360;851633;11;99986177.65505266;192252.13588146746;442797131;1.7455429326443226e+18
200.17.202.35;54113;1745542932635601916;1745542932643606016;851634;11;99991425.48954739;178274.7567880545;477514574;1.7455429327443105e+18
200.17.202.35;54113;1745542932735609800;1745542932743867392;851635;11;100018420.54059264;187442.3321545104;454160454;1.7455429328446356e+18
200.17.202.35;54113;1745542932835593756;1745542932843632896;851636;11;99993128.88653338;193989.7529983234;438832435;1.745542932944402e+18
200.17.202.35;54113;1745542932935622410;1745542932943673856;851637;11;99997911.99788004;179373.88904515313;474590235;1.7455429330443894e+18
200.17.202.35;54113;1745542933035617921;1745542933043687424;851638;11;99999477.59809203;163002.10035263366;522258281;1.745542933144339e+18
200.17.202.35;54113;1745542933135625405;1745542933143659008;851639;11;99996688.23828283;149491.25012657375;569460067;1.7455429332442537e+18
200.17.202.35;54113;1745542933235590068;1745542933243661312;851640;11;99997249.81445456;135103.70128563343;630104113;1.745542933344199e+18
200.17.202.35;54113;1745542933335593542;1745542933343777792;851641;11;100009172.83300911;133516.34971161454;637596057;1.745542933444321e+18
200.17.202.35;54113;1745542933435560255;1745542933443610112;851642;11;99991487.5497082;137849.998041364;617552414;1.745542933544153e+18
200.17.202.35;54113;1745542933535587355;1745542933543505152;851643;11;99981842.79473738;133709.75320804783;636675320;1.7455429336440218e+18
200.17.202.35;54113;1745542933635582988;1745542933643525888;851644;11;99985732.11526364;124228.09841350467;685270092;1.7455429337440084e+18
200.17.202.35;54113;1745542933735598040;1745542933743615232;851645;11;99996093.30373728;122166.47704579012;696835194;1.7455429338441e+18
200.17.202.35;54113;1745542933835605544;1745542933843625984;851646;11;99997559.17336357;111415.69896748284;764075458;1.745542933944069e+18
200.17.202.35;54113;1745542933935597827;1745542933943633152;851647;11;99998520.0560272;101235.01173437793;840915612;1.7455429340440366e+18
200.17.202.35;54113;1745542934035625901;1745542934043813888;851648;11;100016741.65042448;109333.10495821974;778631523;1.745542934144268e+18
200.17.202.35;54113;1745542934135620943;1745542934143612672;851649;11;99994945.88538203;120195.5595048458;708264959;1.7455429342440883e+18
200.17.202.35;54113;1745542934235624895;1745542934243627520;851650;11;99996936.09684382;110166.21501615859;772745106;1.745542934344065e+18
200.17.202.35;54113;1745542934335621549;1745542934347337984;851651;11;100368288.88715944;470502.38383016025;180935315;1.7455429344495882e+18
200.17.202.35;54113;1745542934435609522;1745542934443708928;851652;11;99968554.39844349;823186.6341630878;103415923;1.74554293454697e+18
200.17.202.35;54113;1745542934535628566;1745542934543798016;851653;11;99980607.75859915;752921.33090243;113067199;1.7455429346467904e+18
200.17.202.35;54113;1745542934635605954;1745542934643405824;851654;11;99943327.78273924;714909.1736721017;119079193;1.7455429347462088e+18
200.17.202.35;54113;1745542934735637448;1745542934743685376;851655;11;99976950.20446531;677040.6780309678;125739723;1.7455429348463706e+18
200.17.202.35;54113;1745542934835635159;1745542934843655680;851656;11;99976285.5840188;610001.2306744026;139558747;1.745542934946072e+18
200.17.202.35;54113;1745542934935625301;1745542934943531008;851657;11;99966189.82561691;559096.866008842;152265401;1.7455429350457336e+18
200.17.202.35;54113;1745542935035626592;1745542935043634944;851658;11;99979964.44305521;516961.7968462667;164676015;1.7455429351456827e+18
200.17.202.35;54113;1745542935135612386;1745542935143639808;851659;11;99982454.39874968;467755.57285611884;181999561;1.7455429352454932e+18
200.17.202.35;54113;1745542935235629420;1745542935243719168;851660;11;99992144.95887472;430670.57569553907;197671757;1.745542935345434e+18
200.17.202.35;54113;1745542935335612363;1745542935343592192;851661;11;99980232.86298725;399515.6140134569;213086816;1.7455429354451704e+18
200.17.202.35;54113;1745542935435624470;1745542935443821312;851662;11;100005121.57668853;384452.7663133862;221435812;1.7455429355453642e+18
200.17.202.35;54113;1745542935535630694;1745542935543747328;851663;11;99997211.01901968;353918.04735090036;240540746;1.7455429356451602e+18
200.17.202.35;54113;1745542935635614734;1745542935643664384;851664;11;99989195.51711771;326541.74451777816;260707285;1.7455429357449597e+18
200.17.202.35;54113;1745542935735615078;1745542935743628288;851665;11;99986666.36540595;296416.72177777125;287203474;1.7455429358448005e+18
200.17.202.35;54113;1745542935835683643;1745542935843729408;851666;11;99998111.72886536;278220.41305939946;305987658;1.7455429359448404e+18
200.17.202.35;54113;1745542935935623026;1745542935943597568;851667;11;99985116.55597882;263393.54463999503;323212604;1.7455429360446362e+18
200.17.202.35;54113;1745542936035604540;1745542936043570176;851668;11;99983865.70038094;238305.0457738775;357240501;1.7455429361445071e+18
200.17.202.35;54113;1745542936135634468;1745542936143569408;851669;11;99985402.33034284;216011.17115839614;394110703;1.7455429362444188e+18
200.17.202.35;54113;1745542936235644512;1745542936243918848;851670;11;100021806.09730856;230813.82100827212;368835861;1.745542936344864e+18
200.17.202.35;54113;1745542936335640719;1745542936343700736;851671;11;99997814.2875777;231724.24863830104;367387168;1.7455429364446254e+18
200.17.202.35;54113;1745542936435636903;1745542936443812864;851672;11;100009245.65881993;219983.1950167006;386995996;1.745542936544702e+18
200.17.202.35;54113;1745542936535604911;1745542936543722240;851673;11;99999258.69293793;207971.8413970234;409347323;1.7455429366445535e+18
200.17.202.35;54113;1745542936635627335;1745542936643649280;851674;11;99992036.82364413;194396.52655111364;437933839;1.7455429367444188e+18
200.17.202.35;54113;1745542936735615312;1745542936743669760;851675;11;99994881.14127973;177801.19153158914;478809602;1.7455429368443758e+18
200.17.202.35;54113;1745542936835627496;1745542936843708160;851676;11;99999233.02715176;164372.9582504575;517925935;1.7455429369443648e+18
200.17.202.35;54113;1745542936935619355;1745542936943932160;851677;11;100021709.7244366;170412.3597102354;499571266;1.7455429370446354e+18
200.17.202.35;54113;1745542937035639659;1745542937043613696;851678;11;99987692.35199293;187388.49618287146;454314012;1.745542937144351e+18
200.17.202.35;54113;1745542937135620974;1745542937143654144;851679;11;99992967.91679364;173925.21136529083;489482343;1.7455429372443428e+18
200.17.202.35;54113;1745542937235643388;1745542937243602432;851680;11;99988499.92511427;161000.6819081262;528776771;1.745542937344235e+18
200.17.202.35;54113;1745542937335604218;1745542937343565312;851681;11;99985937.93260285;147462.60622874097;577322776;1.745542937444141e+18
200.17.202.35;54113;1745542937435613062;1745542937443678464;851682;11;99998659.33934258;145437.7523455816;585361230;1.7455429375442588e+18
200.17.202.35;54113;1745542937535604747;1745542937543591680;851683;11;99990115.00540832;139438.31104528136;610547572;1.7455429376441395e+18
200.17.202.35;54113;1745542937635619821;1745542937643698432;851684;11;100001778.7048675;137158.17939992153;620698109;1.7455429377442488e+18
200.17.202.35;54113;1745542937735607464;1745542937743547904;851685;11;99986548.03438075;138673.03194667908;613918383;1.745542937844089e+18
200.17.202.35;54113;1745542937835640108;1745542937843548928;851686;11;99987995.63094267;126253.32531393628;674311143;1.745542937944042e+18
200.17.202.35;54113;1745542937935609986;1745542937943612160;851687;11;99995519.26784842;121151.62968827541;702707217;1.7455429380440922e+18
200.17.202.35;54113;1745542938035643828;1745542938043585536;851688;11;99993304.94106357;111250.79350428958;765246003;1.7455429381440238e+18
200.17.202.35;54113;1745542938135607752;1745542938143636480;851689;11;99999068.8469572;105889.62004750382;803991227;1.7455429382440591e+18
200.17.202.35;54113;1745542938235607696;1745542938243602176;851690;11;99995731.56226148;98637.94273847411;863100181;1.7455429383439926e+18
200.17.202.35;54113;1745542938335604579;1745542938343538432;851691;11;99989784.00603533;94721.70469077441;898785840;1.745542938443907e+18
200.17.202.35;54113;1745542938435600878;1745542938443527936;851692;11;99989756.0054318;85277.53482522977;998324208;1.7455429385438587e+18
200.17.202.35;54113;1745542938535569221;1745542938543709440;851693;11;100008930.80488864;95924.58079952668;887517328;1.7455429386441021e+18
200.17.202.35;54113;1745542938635622977;1745542938643681024;851694;11;100005196.12439978;90066.8032084376;945240924;1.7455429387440466e+18
200.17.202.35;54113;1745542938735636611;1745542938743707392;851695;11;100007313.3119598;83177.31044761572;1023535485;1.7455429388440474e+18
200.17.202.35;54113;1745542938835644905;1745542938843673088;851696;11;100003151.58076382;79021.31059883445;1077367975;1.7455429389439923e+18
200.17.202.35;54113;1745542938935640355;1745542938943598848;851697;11;99995412.42268744;78858.33761533268;1079595801;1.7455429390439096e+18
200.17.202.35;54113;1745542939035618198;1745542939043485696;851698;11;99984555.9804187;81828.94612254352;1040404832;1.7455429391437975e+18
200.17.202.35;54113;1745542939135617871;1745542939143632896;851699;11;100000820.38237683;89910.45346841947;946890244;1.7455429392439933e+18
200.17.202.35;54113;1745542939235613095;1745542939243669504;851700;11;100004399.14413916;84498.16988389405;1007541723;1.7455429393440118e+18
200.17.202.35;54113;1745542939335757389;1745542939343723008;851701;11;100009309.62972525;80958.83848158907;1051590336;1.745542939444056e+18
200.17.202.35;54113;1745542939435603539;1745542939443465472;851702;11;99982625.06675273;99547.51760595493;855226080;1.7455429395438464e+18
200.17.202.35;54113;1745542939535644776;1745542939543551488;851703;11;99992964.16007745;99931.85917008625;851937854;1.7455429396439442e+18
200.17.202.35;54113;1745542939635601469;1745542939643691264;851704;11;100007645.3440697;104619.85724533236;813763622;1.7455429397441175e+18
