CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;INTERVAL;DELAY;VARIATION;TIMEOUT
200.17.202.34;60920;1745022477577942793;1745022477578378496;850389;0;99991296;99995570.80631664;40389.74934648096;100157129.80370256
200.17.202.34;60920;1745022477677973041;1745022477678419200;850390;0;100040704;100000084.12568499;40412.76184333371;100161735.17305833
200.17.202.34;60920;1745022477777948964;1745022477778409728;850391;0;99990528;99999128.5131165;37231.53697064972;100148054.66099909
200.17.202.34;60920;1745022477877964362;1745022477878381312;850392;0;99971584;99996374.06180485;35987.38945406934;100140323.61962113
200.17.202.34;60920;1745022477977964201;1745022477978387200;850393;0;100005888;99997325.45562436;33244.90494622672;100130305.07540926
200.17.202.34;60920;1745022478077965659;1745022478078390016;850394;0;100002816;99997874.51006192;30414.56344541208;100119532.76384357
200.17.202.34;60920;1745022478177959336;1745022478178456064;850395;0;100066048;100004691.85905573;33508.7211952981;100138726.74383692
200.17.202.34;60920;1745022478277957774;1745022478278393856;850396;0;99937792;99998001.87315015;36178.836390783785;100142717.21871328
200.17.202.34;60920;1745022478377969445;1745022478378422272;850397;0;100028416;100001043.28583513;35298.22416819221;100142236.1825079
200.17.202.34;60920;1745022478477969383;1745022478478399744;850398;0;99977472;99998686.15725163;33889.817476535616;100134245.42715777
200.17.202.34;60920;1745022478577973511;1745022478578434816;850399;0;100035072;100002324.74152647;33775.56157623509;100137426.98783141
200.17.202.34;60920;1745022478677970120;1745022478678411008;850400;0;99976192;99999711.46737383;32749.95215599489;100130711.27599782
200.17.202.34;60920;1745022478777945154;1745022478778379520;850401;0;99968512;99996591.52063645;32282.909004040826;100125723.15665261
200.17.202.34;60920;1745022478877964752;1745022478878348288;850402;0;99968768;99993809.16857281;31558.734960918075;100120044.10841648
200.17.202.34;60920;1745022478977948818;1745022478978365696;850403;0;100017408;99996169.05171554;30526.756293272476;100118276.07688862
200.17.202.34;60920;1745022479077968936;1745022479078456064;850404;0;100090368;100005588.94654398;35951.98600954756;100149396.89058217
200.17.202.34;60920;1745022479177975454;1745022479178444800;850405;0;99988736;100003903.65188958;33873.55259755056;100139397.86227977
200.17.202.34;60920;1745022479277972861;1745022479278418944;850406;0;99974144;100000927.68670063;33164.56600785822;100133585.95073207
200.17.202.34;60920;1745022479377931899;1745022479378336000;850407;0;99917056;99992540.51803055;37396.56121012781;100142126.76287107
200.17.202.34;60920;1745022479477946257;1745022479478412544;850408;0;100076544;100000940.86622751;41217.21846636428;100165809.74009296
200.17.202.34;60920;1745022479577938035;1745022479578365184;850409;0;99952640;99996110.77960476;41442.57458020413;100161881.07792558
200.17.202.34;60920;1745022479677960824;1745022479678367744;850410;0;100002560;99996755.70164429;37878.746957755066;100148270.68947531
200.17.202.34;60920;1745022479777937092;1745022479778346496;850411;0;99978752;99994955.33147986;35711.20540996579;100137800.15311973
200.17.202.34;60920;1745022479877954660;1745022479878345472;850412;0;99998976;99995357.39833187;32501.945035782646;100125365.17847499
200.17.202.34;60920;1745022479977938938;1745022479978290688;850413;0;99945216;99990343.25849867;33764.476382071254;100125401.16402696
200.17.202.34;60920;1745022480077951556;1745022480078422272;850414;0;100131584;100004467.33264881;43099.69547898276;100176866.11456475
200.17.202.34;60920;1745022480177964186;1745022480178400256;850415;0;99977984;100001818.99938394;41173.225869478614;100166511.90286185
200.17.202.34;60920;1745022480277956805;1745022480278332928;850416;0;99932672;99994904.29944555;43279.13322708621;100168020.8323539
200.17.202.34;60920;1745022480377961243;1745022480378388224;850417;0;100055296;100000943.46950099;44386.47295427872;100178489.3613181
200.17.202.34;60920;1745022480477939091;1745022480478378240;850418;0;99990016;99999850.72255088;40931.297913939234;100163575.91420664
200.17.202.34;60920;1745022480577956280;1745022480578320896;850419;0;99942656;99994131.25029579;41985.69315212412;100162074.02290429
200.17.202.34;60920;1745022480677975219;1745022480678345472;850420;0;100024576;99997175.7252662;40527.15131029138;100159284.33050737
200.17.202.34;60920;1745022480777970737;1745022480778339584;850421;0;99994112;99996869.35273959;36750.17145322099;100143870.03855248
200.17.202.34;60920;1745022480877962135;1745022480878388736;850422;0;100049152;100002097.61746563;37780.59256133587;100153219.98771097
200.17.202.34;60920;1745022480977968094;1745022480978390784;850423;0;100002048;100002092.65571907;34006.99887710944;100138120.6512275
200.17.202.34;60920;1745022481077972542;1745022481078539776;850424;0;100148992;100016782.59014717;43827.239974681754;100192091.5500459
200.17.202.34;60920;1745022481177968099;1745022481178390528;850425;0;99850752;100000179.53113246;54387.269090459544;100217728.6074943
200.17.202.34;60920;1745022481277968497;1745022481278317824;850426;0;99927296;99992891.17801921;55508.059983334664;100214923.41795255
200.17.202.34;60920;1745022481377952343;1745022481378383360;850427;0;100065536;100000155.66021729;56495.28796327268;100226136.81207037
200.17.202.34;60920;1745022481477971592;1745022481478403840;850428;0;100020480;100002188.09419556;52674.94974738946;100212887.89318512
200.17.202.34;60920;1745022481577958509;1745022481578370560;850429;0;99966720;99998641.284776;50599.583250250726;100201039.617777
200.17.202.34;60920;1745022481677953217;1745022481678337024;850430;0;99966464;99995423.5562984;48435.580555066146;100189165.87851867
200.17.202.34;60920;1745022481777962596;1745022481778453248;850431;0;100116224;100007503.60066858;54464.0624327016;100225359.85039939
200.17.202.34;60920;1745022481877965524;1745022481878404608;850432;0;99951360;100001889.24060172;54070.58024960328;100218171.56160013
200.17.202.34;60920;1745022481977956522;1745022481978354688;850433;0;99950080;99996708.31654155;53326.3538787982;100210013.73205675
200.17.202.34;60920;1745022482077960709;1745022482078386944;850434;0;100032256;100000263.0848874;51193.01000217836;100205035.12489611
200.17.202.34;60920;1745022482177947287;1745022482178371328;850435;0;99984384;99998675.17639866;47502.82664182699;100188686.48296598
200.17.202.34;60920;1745022482278195152;1745022482278620928;850436;0;100249600;100023767.6587588;65335.77810176388;100285110.77116586
200.17.202.34;60920;1745022482377967409;1745022482378446080;850437;0;99825152;100003906.09288293;76677.60957988062;100310616.53120245
200.17.202.34;60920;1745022482477939023;1745022482478307072;850438;0;99860992;99989614.68359464;81872.11698135696;100317103.15152007
200.17.202.34;60920;1745022482577950372;1745022482578326016;850439;0;100018944;99992547.6152352;76324.5437597018;100297845.79027401
200.17.202.34;60920;1745022482677953210;1745022482678334464;850440;0;100008448;99994137.65371168;70123.12401256396;100274630.14976193
200.17.202.34;60920;1745022482777957638;1745022482778393344;850441;0;100058880;100000611.88834052;68937.62277725578;100276362.37944955
200.17.202.34;60920;1745022482877948800;1745022482878370048;850442;0;99976704;99998221.09950647;64195.57045017696;100255003.38130717
200.17.202.34;60920;1745022482977957458;1745022482978311168;850443;0;99941120;99992510.98955582;62915.11236074135;100244171.43899879
200.17.202.34;60920;1745022483077948627;1745022483078360064;850444;0;100048896;99998149.49060023;61698.25206464438;100244942.49885881
200.17.202.34;60920;1745022483177957122;1745022483178323968;850445;0;99963904;99994724.94154021;58610.52101220108;100229167.02558902
200.17.202.34;60920;1745022483277946661;1745022483278307328;850446;0;99983360;99993588.44738619;53772.31364960001;100208677.70198458
200.17.202.34;60920;1745022483377964257;1745022483378334208;850447;0;100026880;99996917.60264757;51391.32201988273;100202482.8907271
200.17.202.34;60920;1745022483477941945;1745022483478324224;850448;0;99990016;99996227.44238281;46873.334056175714;100183720.77860752
200.17.202.34;60920;1745022483577944584;1745022483578327808;850449;0;100003584;99996963.09814455;42848.090836103525;100168355.46148896
200.17.202.34;60920;1745022483677969442;1745022483678374912;850450;0;100047104;100001977.1883301;43075.962919483274;100174281.04000804
200.17.202.34;60920;1745022483777972440;1745022483778403584;850451;0;100028672;100004646.66949709;41170.899677826186;100169330.2682084
200.17.202.34;60920;1745022483877966199;1745022483878377984;850452;0;99974400;100001622.00254738;39776.0099647819;100160726.04240651
200.17.202.34;60920;1745022483977976977;1745022483978415872;850453;0;100037888;100005248.60229264;39062.34873903951;100161497.9972488
200.17.202.34;60920;1745022484077950025;1745022484078349824;850454;0;99933952;99998118.94206338;41572.80807147319;100164410.17434926
200.17.202.34;60920;1745022484177960852;1745022484178368512;850455;0;100018688;100000175.84785704;39266.742478621556;100157242.81777152
200.17.202.34;60920;1745022484277942913;1745022484278564864;850456;0;100196352;100019793.46307135;52995.92192362477;100231777.15076585
200.17.202.34;60920;1745022484377955590;1745022484378621440;850457;0;100056576;100023471.71676421;51006.75805484113;100227498.74898358
200.17.202.34;60920;1745022484477966479;1745022484478430208;850458;0;99808768;100002001.3450878;65229.416758136664;100262919.01212034
200.17.202.34;60920;1745022484577954107;1745022484578403328;850459;0;99973120;99999113.21057902;61305.79614022528;100244336.39513992
200.17.202.34;60920;1745022484677937584;1745022484678546432;850460;0;100143104;100013512.28952113;68134.38757408995;100286049.8398175
200.17.202.34;60920;1745022484777958792;1745022484778351616;850461;0;99805184;99992679.46056902;80070.49487358338;100312961.44006336
200.17.202.34;60920;1745022484877954649;1745022484878386432;850462;0;100034816;99996893.11451212;75855.73393501347;100300316.05025217
200.17.202.34;60920;1745022484977959287;1745022484978361344;850463;0;99974912;99994695.0030609;70248.46084760284;100275688.84645131
200.17.202.34;60920;1745022485077933426;1745022485078384640;850464;0;100023296;99997555.10275482;65797.70448736091;100260745.92070426
200.17.202.34;60920;1745022485177961874;1745022485178376704;850465;0;99992064;99997005.99247934;59712.13328655875;100235854.52562557
200.17.202.34;60920;1745022485277956902;1745022485278394112;850466;0;100017408;99999046.1932314;55577.100634762486;100221354.59577045
200.17.202.34;60920;1745022485377964341;1745022485378450944;850467;0;100056832;100004824.77390827;55220.113180459004;100225705.2266301
200.17.202.34;60920;1745022485477951408;1745022485478341888;850468;0;99890944;99993436.69651745;59947.37151415837;100233226.1825741
200.17.202.34;60920;1745022485577953636;1745022485578365440;850469;0;100023552;99996448.22686571;56663.01167617165;100223100.27357039
200.17.202.34;60920;1745022485677963870;1745022485678376448;850470;0;100011008;99997904.20417914;52307.09009064069;100207132.5645417
200.17.202.34;60920;1745022485777962568;1745022485778408448;850471;0;100032000;100001313.78376123;50145.00270545331;100201893.79458305
200.17.202.34;60920;1745022485877964896;1745022485878432512;850472;0;100024064;100003588.80538511;47178.021896396705;100192300.8929707
200.17.202.34;60920;1745022485977965083;1745022485978389760;850473;0;99957248;99998954.7248466;46630.89219141719;100185478.29361227
200.17.202.34;60920;1745022486077966960;1745022486078414336;850474;0;100024576;100001516.85236193;44273.71773608223;100178611.72330627
200.17.202.34;60920;1745022486177947328;1745022486178311168;850475;0;99896832;99991048.36712575;49267.98267504897;100188120.29782595
200.17.202.34;60920;1745022486277959556;1745022486278361344;850476;0;100050176;99996961.13041317;49662.671366226605;100195611.81587808
200.17.202.34;60920;1745022486377958084;1745022486378308864;850477;0;99947520;99992017.01737186;49146.10596679026;100188601.44123903
200.17.202.34;60920;1745022486477949173;1745022486478309888;850478;0;100001024;99992917.71563469;45042.12380664236;100173086.21086125
200.17.202.34;60920;1745022486577952411;1745022486578360832;850479;0;100050944;99998720.34407122;45760.2770188557;100181761.45214665
200.17.202.34;60920;1745022486677970839;1745022486678430464;850480;0;100069632;100005811.5096641;47566.29835055979;100196076.70306635
200.17.202.34;60920;1745022486777973848;1745022486778443264;850481;0;100012800;100006510.3586977;43438.632645734055;100180264.88928063
200.17.202.34;60920;1745022486877987484;1745022486878496000;850482;0;100052736;100011132.92282793;43255.07709836773;100184153.2312214
200.17.202.34;60920;1745022486977984092;1745022486978402304;850483;0;99906304;100000650.03054515;48364.172443045485;100194106.72031733
200.17.202.34;60920;1745022487077966821;1745022487078404096;850484;0;100001792;100000764.22749063;43630.532449677565;100175286.35728934
200.17.202.34;60920;1745022487177965359;1745022487178376704;850485;0;99972608;99997948.60474157;41801.53967886714;100165154.76345704
200.17.202.34;60920;1745022487277964976;1745022487278395136;850486;0;100018432;99999996.94426742;39464.891284238234;100157856.50940438
200.17.202.34;60920;1745022487377941444;1745022487378345472;850487;0;99950336;99995030.84984067;39987.88713988149;100154982.3984002
200.17.202.34;60920;1745022487477981023;1745022487478448384;850488;0;100102912;100005818.96485661;45698.40194023237;100188612.57261755
200.17.202.34;60920;1745022487577963198;1745022487578376192;850489;0;99927808;99998017.86837095;48149.54858330415;100190616.06270416
200.17.202.34;60920;1745022487677938816;1745022487678385408;850490;0;100009216;99999137.68153386;44342.42557158792;100176507.3838202
200.17.202.34;60920;1745022487777966574;1745022487778413056;850491;0;100027648;100001988.71338047;42474.11167638205;100171885.160086
200.17.202.34;60920;1745022487877965851;1745022487878411776;850492;0;99998720;100001661.84204243;38520.88471298697;100155745.38089438
200.17.202.34;60920;1745022487977955479;1745022487978349056;850493;0;99937280;99995223.6578382;40463.16202550783;100157076.30594023
200.17.202.34;60920;1745022488077952237;1745022488078385664;850494;0;100036608;99999362.09205438;40141.43661751885;100159927.83852446
200.17.202.34;60920;1745022488177936955;1745022488178371840;850495;0;99986176;99998043.48284894;37314.041240661194;100147299.64781159
200.17.202.34;60920;1745022488277961394;1745022488278381568;850496;0;100009728;99999211.93456405;34634.24366018968;100137748.90920481
200.17.202.34;60920;1745022488377946362;1745022488378390528;850497;0;100008960;100000186.74110766;32048.145183404955;100128379.32184128
200.17.202.34;60920;1745022488477944480;1745022488478346752;850498;0;99956224;99995790.4669969;32799.97736475379;100126990.3764559
200.17.202.34;60920;1745022488577949328;1745022488578393344;850499;0;100046592;100000870.62029721;34092.11759855757;100137239.09069143
200.17.202.34;60920;1745022488677967107;1745022488678423808;850500;0;100030464;100003829.9582675;33346.31001195231;100137215.19831531
200.17.202.34;60920;1745022488777947726;1745022488778380288;850501;0;99956480;99999094.96244074;34273.17525483148;100136187.66346008
200.17.202.34;60920;1745022488877965214;1745022488878407424;850502;0;100027136;100001899.06619667;33369.55110968182;100135377.2706354
200.17.202.34;60920;1745022488977956612;1745022488978423040;850503;0;100015616;100003270.75957699;31267.12004101452;100128339.23974104
200.17.202.34;60920;1745022489077956171;1745022489078412544;850504;0;99989504;100001894.0836193;29379.416398842724;100119411.74921466
200.17.202.34;60920;1745022489177945718;1745022489178440192;850505;0;100027648;100004469.47525737;28759.32723322176;100119506.78419025
200.17.202.34;60920;1745022489277965196;1745022489278432768;850506;0;99992576;100003280.12773162;26953.807283061713;100111095.35686387
200.17.202.34;60920;1745022489377936985;1745022489378388992;850507;0;99956224;99998574.51495847;28493.478050602647;100112548.42716089
200.17.202.34;60920;1745022489477939313;1745022489478317568;850508;0;99928576;99991574.66346262;31943.99659180478;100119350.64982985
200.17.202.34;60920;1745022489577939381;1745022489578394368;850509;0;100076800;100000097.19711636;36419.877220988295;100145776.70600031
200.17.202.34;60920;1745022489677958300;1745022489678384896;850510;0;99990528;99999140.27740473;33639.11723936202;100133696.74636218
200.17.202.34;60920;1745022489777936268;1745022489778386176;850511;0;100001280;99999354.24966426;30467.780548999624;100121225.37186027
200.17.202.34;60920;1745022489877958356;1745022489878383872;850512;0;99997696;99999188.42469783;27570.24496388279;100109469.40455337
200.17.202.34;60920;1745022489977949745;1745022489978388224;850513;0;100004352;99999704.78222805;25277.94224468925;100100816.55120681
200.17.202.34;60920;1745022490077957794;1745022490078417664;850514;0;100029440;100002678.30400525;25426.31761969529;100104383.57448404
200.17.202.34;60920;1745022490177936401;1745022490178360064;850515;0;99942400;99996650.47360472;28308.733218198144;100109885.40647751
200.17.202.34;60920;1745022490277965399;1745022490278414336;850516;0;100054272;100002412.62624426;30663.797271952142;100125067.81533207
200.17.202.34;60920;1745022490377965307;1745022490378429952;850517;0;100015616;100003732.96361983;28785.721182774105;100118875.84835093
200.17.202.34;60920;1745022490477966096;1745022490478399744;850518;0;99969792;100000338.86725785;28961.835790281533;100116186.21041897
200.17.202.34;60920;1745022490577954027;1745022490578380032;850519;0;99980288;99998333.78053206;27870.230264459587;100109814.7015899
200.17.202.34;60920;1745022490677964466;1745022490678396416;850520;0;100016384;100000138.80247886;26707.72699012715;100106969.71043937
200.17.202.34;60920;1745022490777948804;1745022490778352640;850521;0;99956224;99995747.32223098;27989.286514212414;100107704.46828783
200.17.202.34;60920;1745022490877965872;1745022490878410240;850522;0;100057600;100001932.59000789;30757.098862002546;100124960.9854559
200.17.202.34;60920;1745022490977959131;1745022490978372608;850523;0;99962368;99997976.13100709;31242.202076511312;100122944.93931313
200.17.202.34;60920;1745022491077966005;1745022491078347776;850524;0;99975168;99995695.31790638;30170.71365949815;100116378.17254438
200.17.202.34;60920;1745022491177957323;1745022491178399744;850525;0;100051968;100001322.58611575;32218.183681973565;100130195.32084364
200.17.202.34;60920;1745022491277959508;1745022491278451456;850526;0;100051712;100006361.52750418;33531.412563358615;100140487.1777576
200.17.202.34;60920;1745022491377936696;1745022491378406656;850527;0;99955200;100001245.37475376;34782.808782398584;100140376.60988335
200.17.202.34;60920;1745022491477932994;1745022491478308864;850528;0;99902208;99991341.63727838;40217.89163199653;100152213.20380637
200.17.202.34;60920;1745022491577963642;1745022491578375680;850529;0;100066816;99998889.07355054;42988.79511374315;100170844.2540055
200.17.202.34;60920;1745022491677962178;1745022491678343424;850530;0;99967744;99995774.56619549;41492.97222191764;100161746.45508316
200.17.202.34;60920;1745022491777953504;1745022491778369792;850531;0;100026368;99998833.90957594;40097.08404213196;100159222.24574447
200.17.202.34;60920;1745022491877937602;1745022491878312960;850532;0;99943168;99993267.31861834;41097.30749975299;100157656.54861735
200.17.202.34;60920;1745022491977955102;1745022491978320128;850533;0;100007168;99994657.38675651;38238.638074126735;100147611.93905301
200.17.202.34;60920;1745022492077955200;1745022492078353664;850534;0;100033536;99998545.24808085;37913.8494586291;100150200.64591536
200.17.202.34;60920;1745022492177951788;1745022492178373888;850535;0;100020224;100000713.12327278;36073.55218548852;100145007.33201472
200.17.202.34;60920;1745022492277937126;1745022492278262528;850536;0;99888640;99989505.8109455;42552.77806148927;100159716.92319146
200.17.202.34;60920;1745022492377958455;1745022492378391296;850537;0;100128768;100003432.02985094;50831.09727024586;100206756.41893193
200.17.202.34;60920;1745022492477937598;1745022492478304000;850538;0;99912704;99994359.22686586;53913.510229807056;100210013.26778509
200.17.202.34;60920;1745022492577944396;1745022492578351104;850539;0;100047104;99999633.70417929;53269.188788897656;100212710.45933488
200.17.202.34;60920;1745022492677963565;1745022492678387456;850540;0;100036352;100003305.53376137;51246.91653387117;100208293.19989686
200.17.202.34;60920;1745022492777958773;1745022492778444032;850541;0;100056576;100008632.58038522;50916.56684196174;100212298.84775306
200.17.202.34;60920;1745022492877953714;1745022492878342912;850542;0;99898880;99997657.3223467;55702.64239243579;100220467.89191644
200.17.202.34;60920;1745022492977959882;1745022492978404352;850543;0;100061440;100004035.59011203;55872.81914198916;100227526.86667998
200.17.202.34;60920;1745022493077950810;1745022493078668032;850544;0;100263680;100030000.03110082;73653.5341177078;100324614.16757165
200.17.202.34;60920;1745022493177959438;1745022493178402304;850545;0;99734272;100000427.22799075;92903.70350501167;100372042.0420108
200.17.202.34;60920;1745022493277943193;1745022493278344960;850546;0;99942656;99994650.10519166;88812.7436736768;100349901.07988638
200.17.202.34;60920;1745022493377940581;1745022493378637312;850547;0;100292352;100024420.2946725;106724.63983905871;100451318.85402873
200.17.202.34;60920;1745022493477955845;1745022493478316032;850548;0;99678720;99989850.26520525;127165.20237567776;100498511.07470796
200.17.202.34;60920;1745022493577955234;1745022493578314496;850549;0;99998464;99990711.63868473;115223.91826963652;100451607.31176329
200.17.202.34;60920;1745022493677955712;1745022493678345984;850550;0;100031488;99994789.27481626;107371.3989610469;100424274.87066045
200.17.202.34;60920;1745022493777960690;1745022493778301440;850551;0;99955456;99990855.94733463;100174.25379840544;100391552.96252826
200.17.202.34;60920;1745022493877955265;1745022493878321920;850552;0;100020480;99993818.35260117;92822.99315844785;100365110.32523496
200.17.202.34;60920;1745022493977965513;1745022493978349568;850553;0;100027648;99997201.31734106;86585.36210849712;100343542.76577505
200.17.202.34;60920;1745022494077953623;1745022494078382080;850554;0;100032512;100000732.38560696;81104.78733695147;100325151.53495477
200.17.202.34;60920;1745022494177965931;1745022494178288896;850555;0;99906816;99991340.74704626;81446.78330788254;100317127.8802778
200.17.202.34;60920;1745022494277964309;1745022494278320896;850556;0;100032000;99995406.67234164;76961.4377429298;100303252.42331336
200.17.202.34;60920;1745022494377946498;1745022494378249216;850557;0;99928320;99988698.00510748;75303.09447938456;100289910.38302502
200.17.202.34;60920;1745022494477941976;1745022494478298880;850558;0;100049664;99994794.60459673;73259.72457177269;100287833.50288382
200.17.202.34;60920;1745022494577955604;1745022494578319104;850559;0;100020224;99997337.54413708;68222.39770088787;100270227.13494062
200.17.202.34;60920;1745022494677938882;1745022494678312960;850560;0;99993856;99996989.38972336;61713.496903135136;100243843.3773359
200.17.202.34;60920;1745022494777964021;1745022494778292992;850561;0;99980032;99995293.65075102;57068.31228792408;100223566.89990272
200.17.202.34;60920;1745022494877966139;1745022494878360576;850562;0;100067584;100002522.68567593;57867.612491538275;100233993.13564208
200.17.202.34;60920;1745022494977969707;1745022494978298624;850563;0;99938048;99996075.21710834;57883.57295321836;100227609.5089212
200.17.202.34;60920;1745022495077938185;1745022495078222080;850564;0;99923456;99988813.2953975;58630.945197647045;100223337.07618809
200.17.202.34;60920;1745022495177964034;1745022495178355712;850565;0;100133632;100003295.16585776;65801.53409210613;100266501.30222619
200.17.202.34;60920;1745022495277948030;1745022495278334464;850566;0;99978752;100000840.849272;61430.2656100953;100246561.91171238
200.17.202.34;60920;1745022495377953628;1745022495378376448;850567;0;100041984;100004955.1643448;58990.12261460552;100240915.65480323
200.17.202.34;60920;1745022495477963034;1745022495478320896;850568;0;99944448;99998904.44791032;58536.75514417735;100233051.46848704
200.17.202.34;60920;1745022495577955329;1745022495578332672;850569;0;100011776;100000191.60311928;53841.51931783122;100215557.68039061
200.17.202.34;60920;1745022495677966618;1745022495678372352;850570;0;100039680;100004140.44280736;52011.32310531195;100212185.73522861
200.17.202.34;60920;1745022495777982754;1745022495778364416;850571;0;99992064;100002932.79852663;47897.07064744374;100194521.08111641
200.17.202.34;60920;1745022495877968478;1745022495878367488;850572;0;100003072;100002946.71867397;43119.891715301936;100175426.28553519
200.17.202.34;60920;1745022495977977597;1745022495978326528;850573;0;99959040;99998556.04680657;42759.50722442913;100169594.07570429
200.17.202.34;60920;1745022496077963205;1745022496078364416;850574;0;100037888;100002489.24212591;42023.43228939487;100170582.9712835
200.17.202.34;60920;1745022496177976031;1745022496178344960;850575;0;99980544;100000294.71791333;39796.16085178834;100159479.36132048
200.17.202.34;60920;1745022496277979128;1745022496278354944;850576;0;100009984;100001263.64612201;36688.58015440866;100148017.96673964
200.17.202.34;60920;1745022496377979396;1745022496378393856;850577;0;100038912;100005028.48150982;36408.07398798583;100150660.77746177
200.17.202.34;60920;1745022496477971834;1745022496478346496;850578;0;99952640;99999789.63335884;37482.22992507087;100149718.55305912
200.17.202.34;60920;1745022496577992793;1745022496578381824;850579;0;100035328;100003343.47002295;36932.45993026912;100151073.30974403
200.17.202.34;60920;1745022496677980641;1745022496678344960;850580;0;99963136;99999322.72302064;36857.88623930651;100146754.26797786
200.17.202.34;60920;1745022496777971069;1745022496778341120;850581;0;99996160;99999006.45071858;33456.74268723403;100132833.42146751
200.17.202.34;60920;1745022496877963037;1745022496878368512;850582;0;100027392;100001845.00564674;32665.767853837082;100132508.07706209
200.17.202.34;60920;1745022496977934534;1745022496978280448;850583;0;99911936;99992854.10508206;37491.001576659866;100142818.1113887
200.17.202.34;60920;1745022497077968303;1745022497078336512;850584;0;100056064;99999175.09457387;39430.791961606854;100156898.2624203
200.17.202.34;60920;1745022497177976557;1745022497178361856;850585;0;100025344;100001791.9851165;37842.9142537965;100153163.64213169
200.17.202.34;60920;1745022497277966175;1745022497278373632;850586;0;100011776;100002790.38660485;34957.184167932304;100142619.12327658
200.17.202.34;60920;1745022497377960449;1745022497378314240;850587;0;99940608;99996572.14794436;37057.88054557517;100144803.67012666
200.17.202.34;60920;1745022497477965948;1745022497478348032;850588;0;100033792;100000294.13314994;36701.87917602398;100147101.64985403
200.17.202.34;60920;1745022497577964896;1745022497578331648;850589;0;99983616;99998626.31983493;34532.72324191485;100136757.21280259
200.17.202.34;60920;1745022497677965360;1745022497678351104;850590;0;100019456;100000709.28785144;32954.12213257958;100132525.77638176
200.17.202.34;60920;1745022497777955058;1745022497778323200;850591;0;99972096;99997847.95906629;32233.90582595029;100126783.58237009
200.17.202.34;60920;1745022497877962226;1745022497878273536;850592;0;99950336;99993096.76315965;33286.59155932002;100126243.12939693
200.17.202.34;60920;1745022497977961861;1745022497978301184;850593;0;100027648;99996551.88684368;33067.543719019886;100128822.06171976
200.17.202.34;60920;1745022498077967830;1745022498078291456;850594;0;99990272;99995923.89815933;30325.97916305041;100117227.81481153
200.17.202.34;60920;1745022498177972672;1745022498178311680;850595;0;100020224;99998353.9083434;29480.39041240492;100116275.46999303
200.17.202.34;60920;1745022498277969270;1745022498278332416;850596;0;100020736;100000592.11750907;28546.739620257722;100114779.0759901
200.17.202.34;60920;1745022498377967288;1745022498378322432;850597;0;99990016;99999534.50575815;26643.91623404709;100106110.17069434
200.17.202.34;60920;1745022498477969807;1745022498478307584;850598;0;99985152;99998096.25518234;25273.950128876455;100099192.05569784
200.17.202.34;60920;1745022498577963357;1745022498578263040;850599;0;99955456;99993832.2296641;26584.17808239903;100100168.9419937
200.17.202.34;60920;1745022498677965695;1745022498678299136;850600;0;100036096;99998058.6066977;27729.499604389785;100108976.60511525
200.17.202.34;60920;1745022498777964083;1745022498778323456;850601;0;100024320;100000684.74602793;27320.07504115765;100109965.04619256
200.17.202.34;60920;1745022498877967101;1745022498878293504;850602;0;99970048;99997621.07142514;27345.374679555873;100107002.57014336
200.17.202.34;60920;1745022498977934847;1745022498978266112;850603;0;99972608;99995119.76428263;26862.013639863177;100102567.81884208
200.17.202.34;60920;1745022499077962016;1745022499078322432;850604;0;100056320;100001239.78785437;29683.833490439512;100119975.12181613
200.17.202.34;60920;1745022499177949757;1745022499178250752;850605;0;99928320;99993947.80906893;33278.23104828887;100127060.73326209
200.17.202.34;60920;1745022499277967495;1745022499278305280;850606;0;100054528;100000005.82816204;35402.62512725555;100141616.32867107
200.17.202.34;60920;1745022499377938143;1745022499378297600;850607;0;99992320;99999237.24534585;32554.087149114577;100129453.5939423
200.17.202.34;60920;1745022499477964062;1745022499478312960;850608;0;100015360;100000849.52081126;30749.726353077145;100123848.42622356
200.17.202.34;60920;1745022499577933247;1745022499578270976;850609;0;99958016;99996566.16873012;31529.770590781915;100122685.25109325
200.17.202.34;60920;1745022499678082907;1745022499678416896;850610;0;100145920;100011501.55185711;41818.63834599234;100178776.10524109
200.17.202.34;60920;1745022499777944146;1745022499778284544;850611;0;99867648;99997116.1966714;50583.59417853276;100199450.57338552
200.17.202.34;60920;1745022499877964344;1745022499878328832;850612;0;100044288;100001833.37700425;49770.697060254395;100200916.16524526
200.17.202.34;60920;1745022499977933842;1745022499978280704;850613;0;99951872;99996837.23930383;49290.15128461168;100193997.84444228
200.17.202.34;60920;1745022500077941151;1745022500078283008;850614;0;100002304;99997383.91537346;44853.144618804574;100176796.49384868
200.17.202.34;60920;1745022500177926119;1745022500178270464;850615;0;99987456;99996391.12383612;41261.34254053562;100161436.49399826
200.17.202.34;60920;1745022500277940797;1745022500278288896;850616;0;100018432;99998595.21145251;39118.88714123066;100155070.76001744
200.17.202.34;60920;1745022500377926694;1745022500378283520;850617;0;99994624;99998198.09030727;35564.407457834146;100140455.72013861
200.17.202.34;60920;1745022500477961512;1745022500478337536;850618;0;100054016;100003779.88127653;37031.57858439743;100151906.19561413
200.17.202.34;60920;1745022500577944010;1745022500578286848;850619;0;99949312;99998333.09314889;38230.5300408464;100151255.21331227
