CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS
54.82.58.189;39411;1760831423567803878;1760831423639949088;300000;7
54.82.58.189;39411;1760831423667802213;1760831423739934473;300001;7
54.82.58.189;39411;1760831423767800749;1760831423839931353;300002;7
54.82.58.189;39411;1760831423867807460;1760831423939951196;300003;7
54.82.58.189;39411;1760831423967808841;1760831424039979196;300004;7
54.82.58.189;39411;1760831424067812506;1760831424139969719;300005;7
54.82.58.189;39411;1760831424167810866;1760831424239974897;300006;7
54.82.58.189;39411;1760831424267818118;1760831424339958181;300007;7
54.82.58.189;39411;1760831424367800535;1760831424439937629;300008;7
54.82.58.189;39411;1760831424467798124;1760831424539959025;300009;7
54.82.58.189;39411;1760831424567803221;1760831424639934246;300010;7
54.82.58.189;39411;1760831424667823275;1760831424739977631;300011;7
54.82.58.189;39411;1760831424767802456;1760831424839955454;300012;7
54.82.58.189;39411;1760831424867806488;1760831424939967557;300013;7
54.82.58.189;39411;1760831424967807620;1760831425039961864;300014;7
54.82.58.189;39411;1760831425067798409;1760831425139972756;300015;7
54.82.58.189;39411;1760831425167804596;1760831425239937108;300016;7
54.82.58.189;39411;1760831425267796086;1760831425339961882;300017;7
54.82.58.189;39411;1760831425367798132;1760831425439954696;300018;7
54.82.58.189;39411;1760831425467799800;1760831425539953567;300019;7
54.82.58.189;39411;1760831425567797254;1760831425639951958;300020;7
54.82.58.189;39411;1760831425667803107;1760831425739939443;300021;7
54.82.58.189;39411;1760831425767794749;1760831425839940237;300022;7
54.82.58.189;39411;1760831425867795738;1760831425939940429;300023;7
54.82.58.189;39411;1760831425967804162;1760831426039907056;300024;7
54.82.58.189;39411;1760831426067800484;1760831426139923204;300025;7
54.82.58.189;39411;1760831426167800249;1760831426239962099;300026;7
54.82.58.189;39411;1760831426267811528;1760831426339949898;300027;7
54.82.58.189;39411;1760831426367809193;1760831426439930040;300028;7
54.82.58.189;39411;1760831426467799691;1760831426539957573;300029;7
54.82.58.189;39411;1760831426567801592;1760831426639963143;300030;7
54.82.58.189;39411;1760831426667808110;1760831426739949753;300031;7
54.82.58.189;39411;1760831426767800088;1760831426839947293;300032;7
54.82.58.189;39411;1760831426867802077;1760831426939940997;300033;7
54.82.58.189;39411;1760831426967799290;1760831427039943288;300034;7
54.82.58.189;39411;1760831427067796269;1760831427139971180;300035;7
54.82.58.189;39411;1760831427167795011;1760831427239939647;300036;7
54.82.58.189;39411;1760831427267793584;1760831427339933368;300037;7
54.82.58.189;39411;1760831427367864762;1760831427440012990;300038;7
54.82.58.189;39411;1760831427467791818;1760831427539919433;300039;7
54.82.58.189;39411;1760831427567800574;1760831427639940194;300040;7
54.82.58.189;39411;1760831427667789469;1760831427739908723;300041;7
54.82.58.189;39411;1760831427767805567;1760831427839930358;300042;7
54.82.58.189;39411;1760831427867798571;1760831427939958233;300043;7
54.82.58.189;39411;1760831427967797864;1760831428039933024;300044;7
54.82.58.189;39411;1760831428067797717;1760831428139921758;300045;7
54.82.58.189;39411;1760831428167809861;1760831428239951061;300046;7
54.82.58.189;39411;1760831428267803067;1760831428339941103;300047;7
54.82.58.189;39411;1760831428367810005;1760831428439959895;300048;7
54.82.58.189;39411;1760831428467801157;1760831428539953429;300049;7
54.82.58.189;39411;1760831428567799746;1760831428639931275;300050;7
54.82.58.189;39411;1760831428667804739;1760831428739945032;300051;7
54.82.58.189;39411;1760831428767803470;1760831428839959664;300052;7
54.82.58.189;39411;1760831428867801382;1760831428939975680;300053;7
54.82.58.189;39411;1760831428967809105;1760831429039954482;300054;7
54.82.58.189;39411;1760831429067798474;1760831429139936050;300055;7
54.82.58.189;39411;1760831429167806398;1760831429239955951;300056;7
54.82.58.189;39411;1760831429267803167;1760831429339942398;300057;7
54.82.58.189;39411;1760831429367795234;1760831429439946399;300058;7
54.82.58.189;39411;1760831429467808408;1760831429539943019;300059;7
54.82.58.189;39411;1760831429567794649;1760831429639980165;300060;7
54.82.58.189;39411;1760831429667809407;1760831429739950049;300061;7
54.82.58.189;39411;1760831429767805188;1760831429839942250;300062;7
54.82.58.189;39411;1760831429867800939;1760831429939963679;300063;7
54.82.58.189;39411;1760831429967798040;1760831430040059168;300064;7
54.82.58.189;39411;1760831430067802109;1760831430139946934;300065;7
54.82.58.189;39411;1760831430167795972;1760831430239947105;300066;7
54.82.58.189;39411;1760831430267800854;1760831430339947182;300067;7
54.82.58.189;39411;1760831430367803179;1760831430439992145;300068;7
54.82.58.189;39411;1760831430467805795;1760831430539949729;300069;7
54.82.58.189;39411;1760831430567800748;1760831430639934744;300070;7
54.82.58.189;39411;1760831430667799355;1760831430739942965;300071;7
54.82.58.189;39411;1760831430767818613;1760831430839970790;300072;7
54.82.58.189;39411;1760831430867798563;1760831430939956695;300073;7
54.82.58.189;39411;1760831430967808014;1760831431039940833;300074;7
54.82.58.189;39411;1760831431067796764;1760831431139932446;300075;7
54.82.58.189;39411;1760831431167798534;1760831431239953466;300076;7
54.82.58.189;39411;1760831431267809933;1760831431340033302;300077;7
54.82.58.189;39411;1760831431367803928;1760831431439944973;300078;7
54.82.58.189;39411;1760831431467807572;1760831431539939533;300079;7
54.82.58.189;39411;1760831431567800217;1760831431639913218;300080;7
54.82.58.189;39411;1760831431667801583;1760831431739923212;300081;7
54.82.58.189;39411;1760831431767799432;1760831431839970387;300082;7
54.82.58.189;39411;1760831431867808128;1760831431939924217;300083;7
54.82.58.189;39411;1760831431967800328;1760831432039939375;300084;7
54.82.58.189;39411;1760831432067805011;1760831432139906533;300085;7
54.82.58.189;39411;1760831432167804668;1760831432239976449;300086;7
54.82.58.189;39411;1760831432267801733;1760831432339937042;300087;7
54.82.58.189;39411;1760831432367798772;1760831432439916747;300088;7
54.82.58.189;39411;1760831432467803893;1760831432539922321;300089;7
54.82.58.189;39411;1760831432567798933;1760831432639967824;300090;7
54.82.58.189;39411;1760831432667793182;1760831432739923883;300091;7
54.82.58.189;39411;1760831432767831545;1760831432839956142;300092;7
54.82.58.189;39411;1760831432867808742;1760831432939937202;300093;7
54.82.58.189;39411;1760831432967806124;1760831433039937238;300094;7
