sequence_number,time_taken_to_correct_ns
10174,1999676416.0
18553,1999206656.0
30991,1999664896.0
35797,1999435264.0
36333,1998738432.0
39208,1999629312.0
46140,1999350272.0
65804,1999205888.0
71620,1999604992.0
77738,1999460096.0
89371,1999677184.0
99052,1999690496.0
114059,1999589632.0
125271,1999752960.0
126070,1999501312.0
135231,1999780096.0
136617,1999658752.0
139391,1999651584.0
140830,1999505152.0
141975,1999542016.0
152908,1999676160.0
161016,1999760384.0
164487,1999612672.0
202305,1999725056.0
205001,1999251456.0
208554,22699513600.0
218051,1992808704.0
229959,1999581952.0
234031,1999198464.0
257622,1999733248.0
259634,1998913024.0
295936,1998727680.0
308400,1999821056.0
315520,1999408640.0
318781,1999816960.0
319242,1999517440.0
325815,1999437824.0
342942,1995061248.0
355574,1998242560.0
367732,1994555648.0
368413,1999365376.0
376148,1999567360.0
376385,1993189376.0
389652,1999437312.0
395834,2799757568.0
396032,2600941568.0
406542,1999651584.0
419756,1999284224.0
420819,1999689984.0
421653,1999639040.0
422076,1975790336.0
428174,1999872768.0
445271,1832461312.0
456967,1999724288.0
465873,1999032576.0
468384,1999493888.0
475903,1999848192.0
484374,1996421376.0
499666,1999553792.0
500711,2201000448.0
506067,1999780864.0
511846,1999771904.0
527398,1999472128.0
559428,1974112256.0
567378,1998361600.0
575741,1995857920.0
576801,1999565312.0
582667,1999670784.0
620385,1999149312.0
632898,1989438720.0
642408,1999463424.0
692587,1999772416.0
701312,1999279872.0
707602,1999377920.0
734704,1999465728.0
744616,1999227392.0
745249,1999338240.0
759106,1989856000.0
765349,1999400192.0
774283,1994259200.0
805498,1999441152.0
835611,1999173120.0
849851,1998977536.0
