CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;MID_RANGE;MEAN_DEVIATION;TIMEOUT
200.17.202.34;60920;1745023209977974572;1745023209978397952;857713;0;1.74502320907844e+18;1000006963.3590916;1.7450232130784678e+18
200.17.202.34;60920;1745023210077977310;1745023210078381824;857714;0;1.7450232091784343e+18;1000000455.8231825;1.745023213178436e+18
200.17.202.34;60920;1745023210177978918;1745023210178401280;857715;0;1.745023209278431e+18;999997107.8408643;1.7450232132784195e+18
200.17.202.34;60920;1745023210277969145;1745023210278440192;857716;0;1.745023209378432e+18;999998318.6567779;1.7450232133784253e+18
200.17.202.34;60920;1745023210377970564;1745023210378394112;857717;0;1.7450232094784282e+18;999994697.9911001;1.745023213478407e+18
200.17.202.34;60920;1745023210477971362;1745023210478364928;857718;0;1.7450232095784218e+18;999988904.9919901;1.7450232135783775e+18
200.17.202.34;60920;1745023210578124189;1745023210578478336;857719;0;1.7450232096784274e+18;999995672.0927911;1.74502321367841e+18
200.17.202.34;60920;1745023210677982173;1745023210678362112;857720;0;1.7450232097784207e+18;999989576.883512;1.745023213778379e+18
200.17.202.34;60920;1745023210777960340;1745023210778320128;857721;0;1.7450232098784108e+18;999980558.3951608;1.745023213878333e+18
200.17.202.34;60920;1745023210877995788;1745023210878415360;857722;0;1.7450232099784113e+18;999982963.3556447;1.7450232139783432e+18
200.17.202.34;60920;1745023210977960716;1745023210978367488;857723;0;1.745023210078407e+18;999980289.4200802;1.745023214078328e+18
200.17.202.34;60920;1745023211077977954;1745023211078464000;857724;0;1.7450232101784125e+18;999987969.2780721;1.7450232141783644e+18
200.17.202.34;60920;1745023211177977902;1745023211178430976;857725;0;1.7450232102784143e+18;999991015.5502648;1.7450232142783785e+18
200.17.202.34;60920;1745023211277943720;1745023211278337024;857726;0;1.7450232103784067e+18;999984182.7952384;1.7450232143783434e+18
200.17.202.34;60920;1745023211377982459;1745023211378422016;857727;0;1.7450232104784082e+18;999987300.5157145;1.7450232144783575e+18
200.17.202.34;60920;1745023211477978777;1745023211478464768;857728;0;1.7450232105784138e+18;999994228.0641431;1.7450232145783908e+18
200.17.202.34;60920;1745023211577977230;1745023211578412544;857729;0;1.7450232106784136e+18;999994677.2577288;1.7450232146783923e+18
200.17.202.34;60920;1745023211677958978;1745023211678378752;857730;0;1.74502321077841e+18;999991727.9319559;1.745023214778377e+18
200.17.202.34;60920;1745023211778200488;1745023211778648832;857731;0;1.7450232108784338e+18;1000016439.9387603;1.7450232148784996e+18
200.17.202.34;60920;1745023211878169441;1745023211878599424;857732;0;1.7450232109784504e+18;1000031359.1448842;1.745023214978576e+18
200.17.202.34;60920;1745023211977977668;1745023211978441216;857733;0;1.7450232110784497e+18;1000027301.6303958;1.745023215078559e+18
200.17.202.34;60920;1745023212077986896;1745023212078476544;857734;0;1.7450232111784525e+18;1000027259.4673562;1.7450232151785615e+18
200.17.202.34;60920;1745023212177979060;1745023212178428672;857735;0;1.7450232112784502e+18;1000022152.7206205;1.7450232152785388e+18
200.17.202.34;60920;1745023212277979919;1745023212278476032;857736;0;1.745023211378453e+18;1000022523.0485585;1.745023215378543e+18
200.17.202.34;60920;1745023212377949773;1745023212378411264;857737;0;1.745023211478449e+18;1000016097.9437026;1.7450232154785134e+18
200.17.202.34;60920;1745023212477957681;1745023212478324480;857738;0;1.7450232115784364e+18;1000002046.5493323;1.7450232155784445e+18
200.17.202.34;60920;1745023212577972799;1745023212578391296;857739;0;1.7450232116784317e+18;999997336.294399;1.745023215678421e+18
200.17.202.34;60920;1745023212677935442;1745023212678340864;857740;0;1.7450232117784228e+18;999988514.6649592;1.745023215778377e+18
200.17.202.34;60920;1745023212777950440;1745023212778397184;857741;0;1.7450232118784202e+18;999987103.1984633;1.7450232158783685e+18
200.17.202.34;60920;1745023212877945228;1745023212878331392;857742;0;1.7450232119784113e+18;999979509.678617;1.7450232159783293e+18
200.17.202.34;60920;1745023212977980284;1745023212978417408;857743;0;1.7450232120784118e+18;999982173.1107553;1.7450232160783404e+18
200.17.202.34;60920;1745023213077950020;1745023213078445056;857744;0;1.745023212178415e+18;999987283.7996798;1.7450232161783642e+18
200.17.202.34;60920;1745023213177952307;1745023213178355712;857745;0;1.7450232122784092e+18;999982616.2197118;1.7450232162783396e+18
200.17.202.34;60920;1745023213277954773;1745023213278417664;857746;0;1.7450232123784102e+18;999985199.3977406;1.745023216378351e+18
200.17.202.34;60920;1745023213377963257;1745023213378453760;857747;0;1.7450232124784146e+18;999991031.4579666;1.7450232164783788e+18
200.17.202.34;60920;1745023213477962995;1745023213478357504;857748;0;1.7450232125784087e+18;999986219.5121698;1.7450232165783537e+18
200.17.202.34;60920;1745023213577953863;1745023213578257152;857749;0;1.7450232126783933e+18;999972442.3609529;1.745023216678283e+18
200.17.202.34;60920;1745023213677974058;1745023213678428928;857750;0;1.745023212778397e+18;999978756.5248575;1.745023216778312e+18
200.17.202.34;60920;1745023213777966106;1745023213778409216;857751;0;1.7450232128783982e+18;999982109.6723717;1.7450232168783265e+18
200.17.202.34;60920;1745023213877969464;1745023213878424064;857752;0;1.7450232129784008e+18;999986484.3051347;1.7450232169783468e+18
200.17.202.34;60920;1745023213977970877;1745023213978356224;857753;0;1.7450232130783962e+18;999983381.4746212;1.7450232170783296e+18
200.17.202.34;60920;1745023214077973975;1745023214078377984;857754;0;1.7450232131783944e+18;999983225.727159;1.7450232171783273e+18
200.17.202.34;60920;1745023214177962092;1745023214178350592;857755;0;1.74502321327839e+18;999980525.5544431;1.7450232172783122e+18
200.17.202.34;60920;1745023214277969970;1745023214278415104;857756;0;1.7450232133783926e+18;999984981.7989988;1.7450232173783324e+18
200.17.202.34;60920;1745023214377969567;1745023214378329344;857757;0;1.7450232134783864e+18;999980160.419099;1.745023217478307e+18
200.17.202.34;60920;1745023214477963135;1745023214478377984;857758;0;1.7450232135783854e+18;999981299.577189;1.7450232175783107e+18
200.17.202.34;60920;1745023214577976603;1745023214578372096;857759;0;1.745023213678384e+18;999981838.4194701;1.7450232176783114e+18
200.17.202.34;60920;1745023214677971782;1745023214678461696;857760;0;1.7450232137783918e+18;999991411.3775231;1.7450232177783575e+18
200.17.202.34;60920;1745023214777967370;1745023214778432000;857761;0;1.745023213878396e+18;999996289.4397707;1.745023217878381e+18
200.17.202.34;60920;1745023214877963858;1745023214878361600;857762;0;1.7450232139783926e+18;999993230.0957937;1.7450232179783654e+18
200.17.202.34;60920;1745023214977971327;1745023214978465536;857763;0;1.7450232140784e+18;1000001203.0862144;1.7450232180784049e+18
200.17.202.34;60920;1745023215077966698;1745023215078454016;857764;0;1.7450232141784054e+18;1000006484.377593;1.7450232181784312e+18
200.17.202.34;60920;1745023215177948736;1745023215178575616;857765;0;1.7450232142784225e+18;1000022859.9398338;1.745023218278514e+18
200.17.202.34;60920;1745023215277950474;1745023215278415872;857766;0;1.7450232143784218e+18;1000019908.3458503;1.7450232183785014e+18
200.17.202.34;60920;1745023215377965860;1745023215378442752;857767;0;1.7450232144784238e+18;1000020016.7112652;1.745023218478504e+18
200.17.202.34;60920;1745023215477959438;1745023215478449152;857768;0;1.7450232145784264e+18;1000020549.4401387;1.7450232185785085e+18
200.17.202.34;60920;1745023215577958046;1745023215578450176;857769;0;1.7450232146784287e+18;1000020875.2961248;1.745023218678512e+18
200.17.202.34;60920;1745023215677967552;1745023215678428928;857770;0;1.7450232147784287e+18;1000018813.3665124;1.745023218778504e+18
200.17.202.34;60920;1745023215777968674;1745023215778444800;857771;0;1.7450232148784302e+18;1000018544.8298612;1.7450232188785044e+18
200.17.202.34;60920;1745023215877964763;1745023215878483200;857772;0;1.7450232149784353e+18;1000021989.546875;1.7450232189785234e+18
200.17.202.34;60920;1745023215977967790;1745023215978416640;857773;0;1.7450232150784335e+18;1000017921.7921875;1.7450232190785052e+18
200.17.202.34;60920;1745023216077970698;1745023216078453248;857774;0;1.7450232151784356e+18;1000018100.8129686;1.745023219178508e+18
200.17.202.34;60920;1745023216177966602;1745023216178442240;857775;0;1.7450232152784364e+18;1000016956.3316718;1.7450232192785042e+18
200.17.202.34;60920;1745023216277970821;1745023216278452992;857776;0;1.7450232153784381e+18;1000016924.6985047;1.7450232193785057e+18
200.17.202.34;60920;1745023216377971130;1745023216378403584;857777;0;1.7450232154784348e+18;1000011776.2286543;1.745023219478482e+18
200.17.202.34;60920;1745023216477966058;1745023216478364160;857778;0;1.745023215578428e+18;1000003533.0057888;1.745023219578442e+18
200.17.202.34;60920;1745023216577961106;1745023216578476288;857779;0;1.7450232156784328e+18;1000008018.10521;1.7450232196784648e+18
200.17.202.34;60920;1745023216677958995;1745023216678628864;857780;0;1.7450232157784522e+18;1000026825.894689;1.7450232197785595e+18
200.17.202.34;60920;1745023216777964573;1745023216778441216;857781;0;1.7450232158784512e+18;1000023042.50522;1.7450232198785434e+18
200.17.202.34;60920;1745023216877971005;1745023216878447616;857782;0;1.745023215978451e+18;1000020379.8546981;1.7450232199785324e+18
200.17.202.34;60920;1745023216977969404;1745023216978400256;857783;0;1.745023216078446e+18;1000013273.0692282;1.745023220078499e+18
200.17.202.34;60920;1745023217077961382;1745023217078324736;857784;0;1.745023216178434e+18;999999811.3623054;1.7450232201784333e+18
200.17.202.34;60920;1745023217177967830;1745023217178452992;857785;0;1.7450232162784358e+18;1000001724.6260749;1.7450232202784428e+18
200.17.202.34;60920;1745023217277953922;1745023217278372864;857786;0;1.7450232163784294e+18;999995254.5634674;1.7450232203784105e+18
200.17.202.34;60920;1745023217377962670;1745023217378426880;857787;0;1.7450232164784292e+18;999995473.1071206;1.745023220478411e+18
200.17.202.34;60920;1745023217477966219;1745023217478404608;857788;0;1.745023216578427e+18;999993468.1964085;1.7450232205784008e+18
200.17.202.34;60920;1745023217577935656;1745023217578325248;857789;0;1.7450232166784166e+18;999983958.1767676;1.7450232206783524e+18
200.17.202.34;60920;1745023217677930440;1745023217678248704;857790;0;1.7450232167784e+18;999968768.7590908;1.745023220778275e+18
200.17.202.34;60920;1745023217777950708;1745023217778275840;857791;0;1.7450232168783877e+18;999959475.8831817;1.7450232208782257e+18
200.17.202.34;60920;1745023217877929096;1745023217878213120;857792;0;1.7450232169783703e+18;999946069.0948635;1.7450232209781545e+18
200.17.202.34;60920;1745023217977962342;1745023217978294528;857793;0;1.7450232170783626e+18;999943884.5853772;1.745023221078138e+18
200.17.202.34;60920;1745023218077950249;1745023218078267648;857794;0;1.7450232171783532e+18;999939998.5268395;1.745023221178113e+18
200.17.202.34;60920;1745023218177943895;1745023218178269440;857795;0;1.7450232172783447e+18;999937627.4741555;1.745023221278095e+18
200.17.202.34;60920;1745023218277935790;1745023218278268416;857796;0;1.7450232173783373e+18;999936235.9267399;1.7450232213780823e+18
200.17.202.34;60920;1745023218377937858;1745023218378257408;857797;0;1.7450232174783293e+18;999934625.1340659;1.745023221478068e+18
200.17.202.34;60920;1745023218477934694;1745023218478282752;857798;0;1.7450232175783247e+18;999936503.4206593;1.7450232215780708e+18
200.17.202.34;60920;1745023218577958358;1745023218578315008;857799;0;1.7450232176783237e+18;999941880.2785933;1.7450232216780913e+18
200.17.202.34;60920;1745023218677956826;1745023218678336512;857800;0;1.745023217778325e+18;999948972.250734;1.745023221778121e+18
200.17.202.34;60920;1745023218777977223;1745023218778350592;857801;0;1.7450232178783276e+18;999956635.0256606;1.745023221878154e+18
200.17.202.34;60920;1745023218877949281;1745023218878264064;857802;0;1.7450232179783212e+18;999954622.7230945;1.7450232219781396e+18
200.17.202.34;60920;1745023218977956944;1745023218978518016;857803;0;1.7450232180783406e+18;999978846.850785;1.7450232220782559e+18
200.17.202.34;60920;1745023219077955202;1745023219078333440;857804;0;1.7450232181783398e+18;999980245.3657064;1.7450232221782607e+18
200.17.202.34;60920;1745023219177961428;1745023219178316544;857805;0;1.7450232182783375e+18;999979891.2291358;1.7450232222782572e+18
200.17.202.34;60920;1745023219277952586;1745023219278384128;857806;0;1.7450232183783424e+18;999986561.3062221;1.7450232223782886e+18
200.17.202.34;60920;1745023219377948811;1745023219378320640;857807;0;1.74502321847834e+18;999985729.1755999;1.745023222478283e+18
200.17.202.34;60920;1745023219477968129;1745023219478330112;857808;0;1.7450232185783393e+18;999986157.85804;1.745023222578284e+18
200.17.202.34;60920;1745023219577951483;1745023219578234112;857809;0;1.7450232186783288e+18;999977020.4722359;1.745023222678237e+18
200.17.202.34;60920;1745023219677962791;1745023219678334976;857810;0;1.7450232187783296e+18;999979932.8250123;1.7450232227782492e+18
200.17.202.34;60920;1745023219777968139;1745023219778322176;857811;0;1.7450232188783288e+18;999981197.1425111;1.7450232228782536e+18
200.17.202.34;60920;1745023219877959506;1745023219878361344;857812;0;1.7450232189783322e+18;999986328.62826;1.7450232229782774e+18
200.17.202.34;60920;1745023219977968260;1745023219978324736;857813;0;1.7450232190783314e+18;999986953.365434;1.7450232230782792e+18
200.17.202.34;60920;1745023220077972989;1745023220078370304;857814;0;1.7450232191783352e+18;999992149.2288905;1.7450232231783037e+18
200.17.202.34;60920;1745023220177950143;1745023220178294016;857815;0;1.7450232192783311e+18;999988812.7060015;1.7450232232782863e+18
200.17.202.34;60920;1745023220277976892;1745023220278365184;857816;0;1.7450232193783345e+18;999993336.2354014;1.7450232233783078e+18
200.17.202.34;60920;1745023220377970555;1745023220378373120;857817;0;1.7450232194783383e+18;999997868.2118613;1.7450232234783299e+18
200.17.202.34;60920;1745023220477967183;1745023220478362112;857818;0;1.7450232195783406e+18;1000000462.1906751;1.7450232235783424e+18
200.17.202.34;60920;1745023220577979382;1745023220578321920;857819;0;1.7450232196783388e+18;999998547.1716076;1.745023223678333e+18
200.17.202.34;60920;1745023220677962799;1745023220678325248;857820;0;1.7450232197783375e+18;999997335.6544468;1.7450232237783268e+18
200.17.202.34;60920;1745023220777954455;1745023220778341376;857821;0;1.745023219878338e+18;999997986.0890021;1.74502322387833e+18
200.17.202.34;60920;1745023220877927551;1745023220878254848;857822;0;1.7450232199783296e+18;999989867.480102;1.7450232239782892e+18
200.17.202.34;60920;1745023220977976336;1745023220978377472;857823;0;1.7450232200783345e+18;999995667.9320917;1.745023224078317e+18
200.17.202.34;60920;1745023221077978584;1745023221078361344;857824;0;1.7450232201783373e+18;999998789.1388825;1.7450232241783324e+18
200.17.202.34;60920;1745023221177977459;1745023221178383872;857825;0;1.745023220278342e+18;1000003569.4249942;1.7450232242783562e+18
200.17.202.34;60920;1745023221277926167;1745023221278343680;857826;0;1.7450232203783421e+18;1000003391.6824948;1.7450232243783557e+18
200.17.202.34;60920;1745023221377954204;1745023221378341376;857827;0;1.7450232204783421e+18;1000002975.7142452;1.745023224478354e+18
200.17.202.34;60920;1745023221477984182;1745023221478416640;857828;0;1.7450232205783496e+18;1000010127.7428207;1.74502322457839e+18
200.17.202.34;60920;1745023221577968677;1745023221578362368;857829;0;1.7450232206783508e+18;1000010394.9685386;1.7450232246783923e+18
200.17.202.34;60920;1745023221677974979;1745023221678373632;857830;0;1.7450232207783532e+18;1000011633.8716848;1.7450232247783997e+18
200.17.202.34;60920;1745023221777971238;1745023221778396672;857831;0;1.7450232208783575e+18;1000014822.4845164;1.745023224878417e+18
200.17.202.34;60920;1745023221877944386;1745023221878358016;857832;0;1.7450232209783578e+18;1000013391.4360647;1.7450232249784113e+18
200.17.202.34;60920;1745023221977979028;1745023221978378240;857833;0;1.7450232210783598e+18;1000014100.2924583;1.7450232250784161e+18
200.17.202.34;60920;1745023222077980067;1745023222078358272;857834;0;1.7450232211783598e+18;1000012536.6632124;1.74502322517841e+18
200.17.202.34;60920;1745023222177975465;1745023222178368512;857835;0;1.7450232212783606e+18;1000012153.3968911;1.7450232252784092e+18
200.17.202.34;60920;1745023222277979493;1745023222278384640;857836;0;1.7450232213783631e+18;1000013344.457202;1.7450232253784166e+18
200.17.202.34;60920;1745023222377977985;1745023222378398464;857837;0;1.7450232214783667e+18;1000015542.8114817;1.745023225478429e+18
200.17.202.34;60920;1745023222477983914;1745023222478392832;857838;0;1.7450232215783693e+18;1000016599.7303334;1.7450232255784356e+18
200.17.202.34;60920;1745023222577947902;1745023222578334208;857839;0;1.745023221678366e+18;1000011432.5573001;1.7450232256784118e+18
200.17.202.34;60920;1745023222677979207;1745023222678350848;857840;0;1.7450232217783644e+18;1000008778.9015701;1.7450232257783995e+18
200.17.202.34;60920;1745023222777971711;1745023222778405888;857841;0;1.7450232218783688e+18;1000012048.211413;1.745023225878417e+18
200.17.202.34;60920;1745023222877972149;1745023222878351104;857842;0;1.745023221978367e+18;1000009076.9902718;1.7450232259784033e+18
200.17.202.34;60920;1745023222977956288;1745023222978378496;857843;0;1.7450232220783683e+18;1000009321.2912446;1.7450232260784056e+18
200.17.202.34;60920;1745023223077968824;1745023223078341120;857844;0;1.7450232221783657e+18;1000005675.5621202;1.7450232261783885e+18
200.17.202.34;60920;1745023223177940742;1745023223178344704;857845;0;1.7450232222783636e+18;1000003008.8059082;1.7450232262783757e+18
200.17.202.34;60920;1745023223277970771;1745023223278332160;857846;0;1.7450232223783603e+18;999999559.1253173;1.7450232263783585e+18
200.17.202.34;60920;1745023223377974549;1745023223378381056;857847;0;1.7450232224783624e+18;1000001676.8127856;1.745023226478369e+18
200.17.202.34;60920;1745023223477975847;1745023223478389760;857848;0;1.7450232225783652e+18;1000004248.331507;1.745023226578382e+18
200.17.202.34;60920;1745023223577953425;1745023223578335232;857849;0;1.745023222678362e+18;1000000828.2983563;1.7450232266783654e+18
200.17.202.34;60920;1745023223677982614;1745023223678414336;857850;0;1.7450232227783675e+18;1000005967.8685206;1.7450232267783913e+18
200.17.202.34;60920;1745023223777945192;1745023223778342144;857851;0;1.745023222878365e+18;1000002836.6816686;1.7450232268783762e+18
200.17.202.34;60920;1745023223877954981;1745023223878338304;857852;0;1.7450232229783624e+18;999999890.6135018;1.7450232269783619e+18
200.17.202.34;60920;1745023223977954579;1745023223978280704;857853;0;1.7450232230783542e+18;999991735.1521517;1.7450232270783212e+18
200.17.202.34;60920;1745023224077965007;1745023224078365952;857854;0;1.7450232231783552e+18;999993739.2369366;1.74502322717833e+18
200.17.202.34;60920;1745023224177964456;1745023224178368768;857855;0;1.7450232232783565e+18;999995722.1132429;1.7450232272783393e+18
200.17.202.34;60920;1745023224277982274;1745023224278689280;857856;0;1.7450232233783898e+18;1000029429.9019186;1.7450232273785075e+18
200.17.202.34;60920;1745023224377940815;1745023224378331648;857857;0;1.745023223478384e+18;1000020675.7117268;1.7450232274784668e+18
200.17.202.34;60920;1745023224477944673;1745023224478305280;857858;0;1.7450232235783762e+18;1000010723.340554;1.7450232275784192e+18
200.17.202.34;60920;1745023224577932251;1745023224578265344;857859;0;1.7450232236783652e+18;999998566.2064985;1.7450232276783596e+18
200.17.202.34;60920;1745023224677932486;1745023224678296576;857860;0;1.7450232237783583e+18;999991848.7858486;1.7450232277783258e+18
200.17.202.34;60920;1745023224777967805;1745023224778374400;857861;0;1.7450232238783598e+18;999994276.7072637;1.745023227878337e+18
200.17.202.34;60920;1745023224877932992;1745023224878266112;857862;0;1.7450232239783506e+18;999985479.4365374;1.7450232279782925e+18
200.17.202.34;60920;1745023224977939949;1745023224978285312;857863;0;1.7450232240783442e+18;999980403.4928837;1.7450232280782659e+18
200.17.202.34;60920;1745023225077965706;1745023225078365952;857864;0;1.7450232241783465e+18;999984539.1435953;1.7450232281782845e+18
200.17.202.34;60920;1745023225177964851;1745023225178330112;857865;0;1.745023224278345e+18;999984446.8292358;1.7450232282782828e+18
200.17.202.34;60920;1745023225277936559;1745023225278327040;857866;0;1.7450232243783432e+18;999984210.1463122;1.74502322837828e+18
200.17.202.34;60920;1745023225377944055;1745023225378341120;857867;0;1.745023224478343e+18;999985584.331681;1.7450232284782853e+18
200.17.202.34;60920;1745023225477936279;1745023225478273280;857868;0;1.7450232245783357e+18;999980062.6985129;1.745023228578256e+18
200.17.202.34;60920;1745023225577957247;1745023225578312960;857869;0;1.7450232246783334e+18;999979778.0286616;1.7450232286782525e+18
200.17.202.34;60920;1745023225677960473;1745023225678317056;857870;0;1.7450232247783316e+18;999980161.8257955;1.7450232287782523e+18
200.17.202.34;60920;1745023225777981721;1745023225778353152;857871;0;1.7450232248783337e+18;999984296.043216;1.745023228878271e+18
200.17.202.34;60920;1745023225877968887;1745023225878332928;857872;0;1.7450232249783337e+18;999985789.6388943;1.7450232289782769e+18
200.17.202.34;60920;1745023225977955074;1745023225978353920;857873;0;1.7450232250783357e+18;999989233.0750049;1.7450232290782927e+18
200.17.202.34;60920;1745023226077984391;1745023226078337280;857874;0;1.7450232251783357e+18;999990463.3675045;1.7450232291782976e+18
200.17.202.34;60920;1745023226177979342;1745023226178337280;857875;0;1.745023225278336e+18;999991570.6307541;1.7450232292783022e+18
200.17.202.34;60920;1745023226277965650;1745023226278363904;857876;0;1.7450232253783388e+18;999995203.9676787;1.7450232293783196e+18
200.17.202.34;60920;1745023226377973588;1745023226378379520;857877;0;1.745023225478343e+18;999999753.9709108;1.745023229478342e+18
200.17.202.34;60920;1745023226477980276;1745023226478336000;857878;0;1.7450232255783421e+18;999999087.3738197;1.7450232295783386e+18
200.17.202.34;60920;1745023226577981474;1745023226578365952;857879;0;1.7450232256783444e+18;1000001559.4364377;1.7450232296783506e+18
200.17.202.34;60920;1745023226677976298;1745023226678337280;857880;0;1.7450232257783437e+18;1000000686.6927938;1.7450232297783465e+18
200.17.202.34;60920;1745023226777979026;1745023226778387456;857881;0;1.7450232258783483e+18;1000004995.6235145;1.7450232298783683e+18
200.17.202.34;60920;1745023226877983764;1745023226878433536;857882;0;1.7450232259783567e+18;1000013020.861163;1.7450232299784087e+18
200.17.202.34;60920;1745023226977994161;1745023226978416640;857883;0;1.745023226078363e+18;1000017709.1750467;1.7450232300784338e+18
200.17.202.34;60920;1745023227077975739;1745023227078341632;857884;0;1.7450232261783608e+18;1000013813.457542;1.745023230178416e+18
200.17.202.34;60920;1745023227177980977;1745023227178365184;857885;0;1.7450232262783613e+18;1000012867.3117877;1.7450232302784128e+18
200.17.202.34;60920;1745023227277978456;1745023227278339840;857886;0;1.745023226378359e+18;1000009430.180609;1.7450232303783967e+18
200.17.202.34;60920;1745023227377980733;1745023227378432512;857887;0;1.7450232264783665e+18;1000015834.362548;1.7450232304784297e+18
200.17.202.34;60920;1745023227477972821;1745023227478368000;857888;0;1.7450232265783665e+18;1000014404.5262933;1.745023230578424e+18
200.17.202.34;60920;1745023227577990040;1745023227578401536;857889;0;1.74502322667837e+18;1000016471.2736639;1.7450232306784358e+18
200.17.202.34;60920;1745023227677990234;1745023227678362368;857890;0;1.7450232267783693e+18;1000014056.1462975;1.7450232307784256e+18
200.17.202.34;60920;1745023227777980192;1745023227778356736;857891;0;1.7450232268783683e+18;1000011396.1316677;1.7450232308784138e+18
200.17.202.34;60920;1745023227877975386;1745023227878408704;857892;0;1.7450232269783724e+18;1000014301.3185009;1.7450232309784294e+18
200.17.202.34;60920;1745023227977982494;1745023227978354688;857893;0;1.7450232270783706e+18;1000011104.7866508;1.745023231078415e+18
200.17.202.34;60920;1745023228077976702;1745023228078368256;857894;0;1.7450232271783706e+18;1000009763.9079857;1.7450232311784097e+18
200.17.202.34;60920;1745023228177977932;1745023228178381568;857895;0;1.7450232272783716e+18;1000009888.3171871;1.7450232312784113e+18
200.17.202.34;60920;1745023228277947950;1745023228278351616;857896;0;1.7450232273783695e+18;1000006902.6854683;1.7450232313783972e+18
200.17.202.34;60920;1745023228377966389;1745023228378342400;857897;0;1.745023227478367e+18;1000003498.8169215;1.745023231478381e+18
200.17.202.34;60920;1745023228477946077;1745023228478389760;857898;0;1.7450232275783693e+18;1000005427.3352293;1.745023231578391e+18
200.17.202.34;60920;1745023228577953944;1745023228578386944;857899;0;1.745023227678371e+18;1000006651.0017064;1.7450232316783977e+18
200.17.202.34;60920;1745023228677978007;1745023228678413056;857900;0;1.7450232277783752e+18;1000010184.3015357;1.7450232317784159e+18
200.17.202.34;60920;1745023228777977396;1745023228778390272;857901;0;1.7450232278783764e+18;1000010676.2713821;1.7450232318784192e+18
200.17.202.34;60920;1745023228877949364;1745023228878320640;857902;0;1.7450232279783708e+18;1000004027.8442439;1.745023231978387e+18
200.17.202.34;60920;1745023228977974767;1745023228978368512;857903;0;1.7450232280783706e+18;1000003394.6598195;1.745023232078384e+18
200.17.202.34;60920;1745023229077963495;1745023229078323200;857904;0;1.745023228178366e+18;999998319.1938375;1.7450232321783593e+18
200.17.202.34;60920;1745023229177973723;1745023229178410496;857905;0;1.7450232282783703e+18;1000002941.6744537;1.745023232278382e+18
200.17.202.34;60920;1745023229277945270;1745023229278280704;857906;0;1.7450232283783613e+18;999993687.5070084;1.745023232378336e+18
200.17.202.34;60920;1745023229377971586;1745023229378368256;857907;0;1.745023228478362e+18;999995009.9563075;1.7450232324783421e+18
200.17.202.34;60920;1745023229477945383;1745023229478295808;857908;0;1.7450232285783555e+18;999988878.5606768;1.745023232578311e+18
200.17.202.34;60920;1745023229577950228;1745023229578382848;857909;0;1.7450232286783583e+18;999992729.9046091;1.745023232678329e+18
200.17.202.34;60920;1745023229677948743;1745023229678323712;857910;0;1.7450232287783547e+18;999990000.9141482;1.7450232327783148e+18
200.17.202.34;60920;1745023229777983962;1745023229778382592;857911;0;1.7450232288783575e+18;999993791.2227334;1.7450232328783327e+18
200.17.202.34;60920;1745023229877978040;1745023229878409472;857912;0;1.745023228978363e+18;999999608.90046;1.7450232329783613e+18
200.17.202.34;60920;1745023229977984632;1745023229978417664;857913;0;1.7450232290783683e+18;1000005126.410414;1.7450232330783887e+18
200.17.202.34;60920;1745023230077974520;1745023230078378496;857914;0;1.7450232291783695e+18;1000005637.7693726;1.745023233178392e+18
200.17.202.34;60920;1745023230178122049;1745023230178538496;857915;0;1.7450232292783867e+18;1000021969.9924353;1.7450232332784745e+18
200.17.202.34;60920;1745023230277975436;1745023230278402048;857916;0;1.7450232293783882e+18;1000021308.9931918;1.7450232333784735e+18
200.17.202.34;60920;1745023230377954699;1745023230378374656;857917;0;1.7450232294783867e+18;1000017821.2938726;1.7450232334784579e+18
200.17.202.34;60920;1745023230477976068;1745023230478388224;857918;0;1.7450232295783867e+18;1000016192.7644854;1.7450232335784515e+18
200.17.202.34;60920;1745023230577940744;1745023230578247168;857919;0;1.7450232296783729e+18;1000000621.4880369;1.7450232336783754e+18
200.17.202.34;60920;1745023230677985078;1745023230678388992;857920;0;1.7450232297783747e+18;1000002172.1392331;1.7450232337783834e+18
200.17.202.34;60920;1745023230777984376;1745023230778479104;857921;0;1.7450232298783852e+18;1000012399.7253097;1.7450232338784348e+18
200.17.202.34;60920;1745023230877991135;1745023230878422784;857922;0;1.745023229978389e+18;1000014922.9527787;1.7450232339784486e+18
200.17.202.34;60920;1745023230977989671;1745023230978329344;857923;0;1.745023230078383e+18;1000007465.8575008;1.745023234078413e+18
200.17.202.34;60920;1745023231077977694;1745023231078518528;857924;0;1.7450232301783967e+18;1000020261.6717507;1.7450232341784778e+18
200.17.202.34;60920;1745023231177981173;1745023231178416128;857925;0;1.7450232302783987e+18;1000020181.1045756;1.7450232342784794e+18
200.17.202.34;60920;1745023231277974470;1745023231278362880;857926;0;1.7450232303783951e+18;1000014578.9941181;1.7450232343784535e+18
200.17.202.34;60920;1745023231377965344;1745023231378415616;857927;0;1.7450232304783974e+18;1000015169.0947063;1.745023234478458e+18
200.17.202.34;60920;1745023231477985653;1745023231478376448;857928;0;1.7450232305783954e+18;1000011552.9852357;1.7450232345784417e+18
200.17.202.34;60920;1745023231577978141;1745023231578396160;857929;0;1.7450232306783954e+18;1000010474.4867121;1.7450232346784374e+18
