CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;MID_RANGE;MEAN_DEVIATION;TIMEOUT
200.17.202.34;60920;1745022438677955128;1745022438678316288;850000;0;1.7450224377783542e+18;999994557.532256;1.7450224417783324e+18
200.17.202.34;60920;1745022438777955343;1745022438778441472;850001;0;1.7450224378783631e+18;1000003831.3790305;1.7450224418783785e+18
200.17.202.34;60920;1745022438877943451;1745022438878274048;850002;0;1.7450224379783544e+18;999994539.4411274;1.7450224419783327e+18
200.17.202.34;60920;1745022438977944326;1745022438978279936;850003;0;1.7450224380783468e+18;999987635.8970146;1.7450224420782973e+18
200.17.202.34;60920;1745022439077940732;1745022439078296576;850004;0;1.745022438178342e+18;999983854.7073132;1.7450224421782774e+18
200.17.202.34;60920;1745022439177948761;1745022439178358016;850005;0;1.7450224382783434e+18;999987082.0365819;1.7450224422782917e+18
200.17.202.34;60920;1745022439277940263;1745022439278479616;850006;0;1.745022438378357e+18;1000001993.0329236;1.745022442378365e+18
200.17.202.34;60920;1745022439377954211;1745022439378416384;850007;0;1.745022438478363e+18;1000007732.9296311;1.7450224424783939e+18
200.17.202.34;60920;1745022439477957189;1745022439478336000;850008;0;1.7450224385783603e+18;1000004271.636668;1.7450224425783775e+18
200.17.202.34;60920;1745022439577959868;1745022439578346752;850009;0;1.745022438678359e+18;1000002487.6730012;1.745022442678369e+18
200.17.202.34;60920;1745022439677948905;1745022439678434560;850010;0;1.7450224387783665e+18;1000009790.905701;1.7450224427784056e+18
200.17.202.34;60920;1745022439777955022;1745022439778355968;850011;0;1.7450224388783654e+18;1000007762.2151309;1.7450224428783964e+18
200.17.202.34;60920;1745022439877957790;1745022439878417408;850012;0;1.7450224389783708e+18;1000012182.7936178;1.7450224429784195e+18
200.17.202.34;60920;1745022439977960538;1745022439978381056;850013;0;1.7450224390783718e+18;1000011988.5142561;1.7450224430784197e+18
200.17.202.34;60920;1745022440077960277;1745022440078503424;850014;0;1.745022439178385e+18;1000023948.0628304;1.7450224431784806e+18
200.17.202.34;60920;1745022440177962885;1745022440178472448;850015;0;1.7450224392783939e+18;1000030308.4565474;1.7450224432785152e+18
200.17.202.34;60920;1745022440277950513;1745022440278344448;850016;0;1.745022439378389e+18;1000022336.8108926;1.7450224433784783e+18
200.17.202.34;60920;1745022440377960581;1745022440378354176;850017;0;1.7450224394783857e+18;1000016621.5298033;1.7450224434784522e+18
200.17.202.34;60920;1745022440477951956;1745022440478302208;850018;0;1.7450224395783775e+18;1000006613.7768229;1.7450224435784038e+18
200.17.202.34;60920;1745022440577993015;1745022440578430208;850019;0;1.7450224396783826e+18;1000011225.9991406;1.7450224436784274e+18
200.17.202.34;60920;1745022440677964593;1745022440678434304;850020;0;1.7450224397783877e+18;1000015274.5992265;1.745022443778449e+18
200.17.202.34;60920;1745022440777955095;1745022440778337536;850021;0;1.7450224398783826e+18;1000008729.5393038;1.7450224438784174e+18
200.17.202.34;60920;1745022440877966943;1745022440878367744;850022;0;1.745022439978381e+18;1000006371.7853733;1.7450224439784067e+18
200.17.202.34;60920;1745022440977951981;1745022440978292736;850023;0;1.7450224400783724e+18;999996902.606836;1.74502244407836e+18
200.17.202.34;60920;1745022441077926819;1745022441078315264;850024;0;1.7450224401783667e+18;999991503.5461524;1.7450224441783327e+18
200.17.202.34;60920;1745022441177959555;1745022441178320640;850025;0;1.745022440278362e+18;999987745.1915371;1.7450224442783132e+18
200.17.202.34;60920;1745022441277964123;1745022441278369024;850026;0;1.745022440378363e+18;999989661.8723834;1.7450224443783214e+18
200.17.202.34;60920;1745022441377966081;1745022441378347776;850027;0;1.7450224404783613e+18;999989185.285145;1.745022444478318e+18
200.17.202.34;60920;1745022441477962685;1745022441478325760;850028;0;1.7450224405783578e+18;999986708.3566306;1.7450224445783045e+18
200.17.202.34;60920;1745022441577955682;1745022441578350080;850029;0;1.745022440678357e+18;999987269.5209675;1.745022444678306e+18
200.17.202.34;60920;1745022441677961280;1745022441678331648;850030;0;1.7450224407783544e+18;999986008.1688708;1.7450224447782984e+18
200.17.202.34;60920;1745022441777962847;1745022441778345216;850031;0;1.7450224408783534e+18;999986485.7519838;1.7450224448782994e+18
200.17.202.34;60920;1745022441877954865;1745022441878325760;850032;0;1.7450224409783506e+18;999985072.3767853;1.745022444978291e+18
200.17.202.34;60920;1745022441977957863;1745022441978481152;850033;0;1.7450224410783636e+18;999999621.1391068;1.745022445078362e+18
200.17.202.34;60920;1745022442077966022;1745022442078328064;850034;0;1.74502244117836e+18;999996100.6251961;1.7450224451783444e+18
200.17.202.34;60920;1745022442177962010;1745022442178336512;850035;0;1.7450224412783575e+18;999994135.3626765;1.745022445278334e+18
200.17.202.34;60920;1745022442278005298;1745022442278362112;850036;0;1.745022441378358e+18;999995182.6264088;1.7450224453783388e+18
200.17.202.34;60920;1745022442377963606;1745022442378309376;850037;0;1.7450224414783532e+18;999990800.363768;1.7450224454783163e+18
200.17.202.34;60920;1745022442477962335;1745022442478322944;850038;0;1.74502244157835e+18;999988699.5273911;1.7450224455783048e+18
200.17.202.34;60920;1745022442577957221;1745022442578299648;850039;0;1.745022441678345e+18;999984786.3746519;1.745022445678284e+18
200.17.202.34;60920;1745022442677961885;1745022442678354176;850040;0;1.745022441778346e+18;999987229.3371868;1.7450224457782948e+18
200.17.202.34;60920;1745022442777957103;1745022442778336768;850041;0;1.7450224418783452e+18;999987584.8034681;1.7450224458782956e+18
200.17.202.34;60920;1745022442877959391;1745022442878311168;850042;0;1.745022441978342e+18;999985421.5231212;1.7450224459782835e+18
200.17.202.34;60920;1745022442977964520;1745022442978302208;850043;0;1.7450224420783378e+18;999982911.3708091;1.7450224460782694e+18
200.17.202.34;60920;1745022443078005050;1745022443078366976;850044;0;1.7450224421783406e+18;999987538.6337281;1.7450224461782907e+18
200.17.202.34;60920;1745022443177972828;1745022443178345216;850045;0;1.745022442278341e+18;999989245.5703553;1.745022446278298e+18
200.17.202.34;60920;1745022443277970266;1745022443278356992;850046;0;1.7450224423783427e+18;999991908.2133197;1.7450224463783104e+18
200.17.202.34;60920;1745022443377962304;1745022443378425344;850047;0;1.7450224424783508e+18;1000000986.1919876;1.7450224464783547e+18
200.17.202.34;60920;1745022443477959892;1745022443478438912;850048;0;1.7450224425783596e+18;1000009693.9727888;1.7450224465783982e+18
200.17.202.34;60920;1745022443577991230;1745022443578490624;850049;0;1.7450224426783726e+18;1000021831.7755098;1.74502244667846e+18
200.17.202.34;60920;1745022443677964536;1745022443678445312;850050;0;1.7450224427783798e+18;1000026918.9979589;1.7450224467784876e+18
200.17.202.34;60920;1745022443778001564;1745022443778394624;850051;0;1.7450224428783813e+18;1000025711.898163;1.7450224468784842e+18
200.17.202.34;60920;1745022443877964062;1745022443878309120;850052;0;1.745022442978374e+18;1000015921.5083467;1.7450224469784376e+18
200.17.202.34;60920;1745022443977960490;1745022443978307584;850053;0;1.7450224430783672e+18;1000007698.957512;1.745022447078398e+18
200.17.202.34;60920;1745022444077970368;1745022444078355456;850054;0;1.745022443178366e+18;1000005751.4617608;1.745022447178389e+18
200.17.202.34;60920;1745022444177965536;1745022444178306048;850055;0;1.74502244327836e+18;999999185.9155847;1.7450224472783567e+18
200.17.202.34;60920;1745022444277935854;1745022444278350848;850056;0;1.7450224433783593e+18;999998345.7240262;1.7450224473783526e+18
200.17.202.34;60920;1745022444377964693;1745022444378342400;850057;0;1.7450224434783578e+18;999996821.5516236;1.745022447478345e+18
200.17.202.34;60920;1745022444477958735;1745022444478384640;850058;0;1.7450224435783606e+18;999999827.3964612;1.7450224475783598e+18
200.17.202.34;60920;1745022444577959583;1745022444578355712;850059;0;1.74502244367836e+18;999999358.2568152;1.7450224476783575e+18
200.17.202.34;60920;1745022444677954691;1745022444678401280;850060;0;1.7450224437783642e+18;1000003544.0311338;1.7450224477783782e+18
200.17.202.34;60920;1745022444777964640;1745022444778453248;850061;0;1.745022443878373e+18;1000012098.4280204;1.7450224478784215e+18
200.17.202.34;60920;1745022444877962638;1745022444878456576;850062;0;1.7450224439783816e+18;1000019234.1852183;1.7450224479784586e+18
200.17.202.34;60920;1745022444977971104;1745022444978446592;850063;0;1.7450224440783882e+18;1000023813.1666965;1.7450224480784835e+18
200.17.202.34;60920;1745022445077960773;1745022445078466560;850064;0;1.7450224441783962e+18;1000029265.450027;1.7450224481785132e+18
200.17.202.34;60920;1745022445177966961;1745022445178466560;850065;0;1.745022444278403e+18;1000033378.9050243;1.7450224482785367e+18
200.17.202.34;60920;1745022445277963779;1745022445278457600;850066;0;1.7450224443784084e+18;1000035493.8145218;1.7450224483785505e+18
200.17.202.34;60920;1745022445378000808;1745022445378506752;850067;0;1.7450224444784182e+18;1000041774.8330696;1.7450224484785853e+18
200.17.202.34;60920;1745022445477972006;1745022445478426624;850068;0;1.745022444578419e+18;1000038442.1497626;1.7450224485785728e+18
200.17.202.34;60920;1745022445577959714;1745022445578344448;850069;0;1.7450224446784115e+18;1000027148.3347864;1.74502244867852e+18
200.17.202.34;60920;1745022445677963212;1745022445678378752;850070;0;1.7450224447784084e+18;1000021156.7013078;1.7450224487784932e+18
200.17.202.34;60920;1745022445777971038;1745022445778447104;850071;0;1.7450224448784123e+18;1000022906.6311771;1.745022448878504e+18
200.17.202.34;60920;1745022445877962526;1745022445878432512;850072;0;1.745022444978414e+18;1000022638.3680594;1.7450224489785047e+18
200.17.202.34;60920;1745022445977963511;1745022445978395392;850073;0;1.7450224450784123e+18;1000018505.7312534;1.7450224490784863e+18
200.17.202.34;60920;1745022446077964327;1745022446078451200;850074;0;1.745022445178416e+18;1000020546.358128;1.7450224491784983e+18
200.17.202.34;60920;1745022446177963666;1745022446178461184;850075;0;1.7450224452784205e+18;1000022997.3223152;1.7450224492785124e+18
200.17.202.34;60920;1745022446277978172;1745022446278489856;850076;0;1.7450224453784274e+18;1000027635.1900837;1.745022449378538e+18
200.17.202.34;60920;1745022446377955376;1745022446378426880;850077;0;1.7450224454784274e+18;1000024820.4710753;1.7450224494785267e+18
200.17.202.34;60920;1745022446477954314;1745022446478386176;850078;0;1.7450224455784233e+18;1000018216.8239678;1.7450224495784963e+18
200.17.202.34;60920;1745022446577964272;1745022446578372352;850079;0;1.7450224456784184e+18;1000011300.7415711;1.7450224496784637e+18
200.17.202.34;60920;1745022446677962638;1745022446678438912;850080;0;1.7450224457784205e+18;1000012218.667414;1.7450224497784694e+18
200.17.202.34;60920;1745022446777962757;1745022446778426624;850081;0;1.7450224458784212e+18;1000011611.2006725;1.7450224498784676e+18
200.17.202.34;60920;1745022446877961603;1745022446878368512;850082;0;1.745022445978416e+18;1000005176.4806052;1.7450224499784369e+18
200.17.202.34;60920;1745022446977963451;1745022446978371840;850083;0;1.7450224460784115e+18;1000000230.0325446;1.7450224500784125e+18
200.17.202.34;60920;1745022447077957100;1745022447078367488;850084;0;1.7450224461784072e+18;999995803.8292902;1.7450224501783903e+18
200.17.202.34;60920;1745022447177961728;1745022447178359552;850085;0;1.7450224462784026e+18;999991461.8463612;1.7450224502783685e+18
200.17.202.34;60920;1745022447277957215;1745022447278377728;850086;0;1.7450224463784e+18;999989832.461725;1.7450224503783593e+18
200.17.202.34;60920;1745022447377957013;1745022447378359296;850087;0;1.745022446478396e+18;999986778.8155526;1.745022450478343e+18
200.17.202.34;60920;1745022447477957372;1745022447478404096;850088;0;1.7450224465783967e+18;999988920.1339973;1.7450224505783524e+18
200.17.202.34;60920;1745022447577962506;1745022447578420224;850089;0;1.745022446678399e+18;999992383.3205975;1.7450224506783685e+18
200.17.202.34;60920;1745022447677962604;1745022447678361344;850090;0;1.7450224467783954e+18;999989381.7885377;1.745022450778353e+18
200.17.202.34;60920;1745022447777964712;1745022447778367488;850091;0;1.7450224468783926e+18;999987653.209684;1.7450224508783432e+18
200.17.202.34;60920;1745022447877965460;1745022447878414592;850092;0;1.7450224469783946e+18;999991089.4887156;1.745022450978359e+18
200.17.202.34;60920;1745022447977962370;1745022447978375936;850093;0;1.7450224470783928e+18;999990111.7398441;1.7450224510783532e+18
200.17.202.34;60920;1745022448077961539;1745022448078425088;850094;0;1.7450224471783962e+18;999994326.1658597;1.7450224511783734e+18
200.17.202.34;60920;1745022448177959557;1745022448178386432;850095;0;1.7450224472783951e+18;999993920.7492737;1.7450224512783708e+18
200.17.202.34;60920;1745022448277998696;1745022448278439936;850096;0;1.7450224473783997e+18;999999008.6743463;1.745022451378396e+18
200.17.202.34;60920;1745022448377981464;1745022448378417152;850097;0;1.7450224474784015e+18;1000000848.6069117;1.7450224514784049e+18
200.17.202.34;60920;1745022448477989847;1745022448478462720;850098;0;1.7450224475784077e+18;1000006882.1462204;1.7450224515784353e+18
200.17.202.34;60920;1745022448577951245;1745022448578378496;850099;0;1.7450224476784049e+18;1000003275.5315984;1.745022451678418e+18
200.17.202.34;60920;1745022448677970623;1745022448678386176;850100;0;1.7450224477784028e+18;1000001079.1784385;1.7450224517784072e+18
200.17.202.34;60920;1745022448777971031;1745022448778405888;850101;0;1.7450224478784033e+18;1000001278.4605947;1.7450224518784084e+18
200.17.202.34;60920;1745022448877971980;1745022448878418176;850102;0;1.7450224479784049e+18;1000002635.4145352;1.7450224519784154e+18
200.17.202.34;60920;1745022448977961577;1745022448978408192;850103;0;1.745022448078405e+18;1000002704.6730816;1.745022452078416e+18
200.17.202.34;60920;1745022449077957235;1745022449078444800;850104;0;1.745022448178409e+18;1000006402.2057735;1.7450224521784346e+18
200.17.202.34;60920;1745022449177960154;1745022449178447616;850105;0;1.7450224482784128e+18;1000009627.5851961;1.7450224522784512e+18
200.17.202.34;60920;1745022449277962062;1745022449278468608;850106;0;1.7450224483784184e+18;1000014245.6266764;1.7450224523784755e+18
200.17.202.34;60920;1745022449377976721;1745022449378376704;850107;0;1.745022448478414e+18;1000008648.2640088;1.7450224524784486e+18
200.17.202.34;60920;1745022449477962929;1745022449478475264;850108;0;1.7450224485784202e+18;1000013901.8376079;1.7450224525784758e+18
200.17.202.34;60920;1745022449577955646;1745022449578460416;850109;0;1.7450224486784243e+18;1000016530.853847;1.7450224526784904e+18
200.17.202.34;60920;1745022449677955792;1745022449678475264;850110;0;1.7450224487784294e+18;1000019972.1684623;1.7450224527785093e+18
200.17.202.34;60920;1745022449777956111;1745022449778596608;850111;0;1.745022448878446e+18;1000034691.751616;1.7450224528785848e+18
200.17.202.34;60920;1745022449877955229;1745022449878414592;850112;0;1.7450224489784428e+18;1000028073.7764543;1.7450224529785551e+18
200.17.202.34;60920;1745022449977959937;1745022449978431744;850113;0;1.7450224490784417e+18;1000024165.5988089;1.7450224530785385e+18
200.17.202.34;60920;1745022450077954056;1745022450078344192;850114;0;1.745022449178432e+18;1000011995.438928;1.7450224531784799e+18
200.17.202.34;60920;1745022450177960443;1745022450178348544;850115;0;1.7450224492784236e+18;1000002450.2950352;1.7450224532784333e+18
200.17.202.34;60920;1745022450277956881;1745022450278355456;850116;0;1.7450224493784166e+18;999995395.6655318;1.7450224533783982e+18
200.17.202.34;60920;1745022450377955359;1745022450378398976;850117;0;1.7450224494784148e+18;999994089.6989787;1.7450224534783913e+18
200.17.202.34;60920;1745022450477958077;1745022450478333696;850118;0;1.7450224495784067e+18;999986565.5290807;1.745022453578353e+18
200.17.202.34;60920;1745022450577959506;1745022450578312448;850119;0;1.7450224496783972e+18;999978488.1761726;1.7450224536783112e+18
200.17.202.34;60920;1745022450677968294;1745022450678304000;850120;0;1.7450224497783877e+18;999971320.9585553;1.745022453778273e+18
200.17.202.34;60920;1745022450777963732;1745022450778311680;850121;0;1.74502244987838e+18;999966585.6626998;1.7450224538782464e+18
200.17.202.34;60920;1745022450877964091;1745022450878320896;850122;0;1.7450224499783741e+18;999964013.4964298;1.7450224539782303e+18
200.17.202.34;60920;1745022450977971679;1745022450978404096;850123;0;1.7450224500783772e+18;999970607.3467867;1.7450224540782597e+18
200.17.202.34;60920;1745022451077949196;1745022451078289664;850124;0;1.7450224501783685e+18;999964791.4121081;1.7450224541782277e+18
200.17.202.34;60920;1745022451177969254;1745022451178377984;850125;0;1.7450224502783695e+18;999969259.4708972;1.7450224542782467e+18
200.17.202.34;60920;1745022451277955148;1745022451278345472;850126;0;1.745022450378367e+18;999969927.1238075;1.7450224543782467e+18
200.17.202.34;60920;1745022451377959567;1745022451378376448;850127;0;1.745022450478368e+18;999973881.6114267;1.7450224544782636e+18
200.17.202.34;60920;1745022451477962355;1745022451478321408;850128;0;1.7450224505783634e+18;999971834.250284;1.7450224545782508e+18
200.17.202.34;60920;1745022451577959736;1745022451578309888;850129;0;1.745022450678358e+18;999969300.4252557;1.7450224546782351e+18
200.17.202.34;60920;1745022451677963925;1745022451678331648;850130;0;1.7450224507783555e+18;999969733.58273;1.7450224547782344e+18
200.17.202.34;60920;1745022451777961843;1745022451778353920;850131;0;1.7450224508783552e+18;999972606.624457;1.7450224548782456e+18
200.17.202.34;60920;1745022451877958621;1745022451878283520;850132;0;1.745022450978348e+18;999968177.9620113;1.7450224549782208e+18
200.17.202.34;60920;1745022451977962448;1745022451978308096;850133;0;1.7450224510783442e+18;999967366.5658102;1.7450224550782136e+18
200.17.202.34;60920;1745022452077958756;1745022452078321408;850134;0;1.745022451178342e+18;999968351.5092292;1.7450224551782152e+18
200.17.202.34;60920;1745022452177964964;1745022452178394368;850135;0;1.745022451278347e+18;999976764.3583063;1.745022455278254e+18
200.17.202.34;60920;1745022452277958722;1745022452278331648;850136;0;1.7450224513783455e+18;999977551.9224757;1.7450224553782556e+18
200.17.202.34;60920;1745022452377965151;1745022452378337024;850137;0;1.7450224514783447e+18;999978951.9302281;1.7450224554782605e+18
200.17.202.34;60920;1745022452477959289;1745022452478346240;850138;0;1.745022451578345e+18;999981210.3372053;1.7450224555782697e+18
200.17.202.34;60920;1745022452577955087;1745022452578308096;850139;0;1.745022451678341e+18;999979402.9034848;1.7450224556782587e+18
200.17.202.34;60920;1745022452677975986;1745022452678403328;850140;0;1.7450224517783473e+18;999987683.4131364;1.745022455778298e+18
200.17.202.34;60920;1745022452777968646;1745022452778392832;850141;0;1.745022451878352e+18;999993471.8718227;1.7450224558783258e+18
200.17.202.34;60920;1745022452877971075;1745022452878444544;850142;0;1.745022451978361e+18;1000003391.8846403;1.7450224559783747e+18
200.17.202.34;60920;1745022452977960212;1745022452978398976;850143;0;1.745022452078365e+18;1000006841.4961762;1.7450224560783923e+18
200.17.202.34;60920;1745022453077959030;1745022453078422016;850144;0;1.7450224521783706e+18;1000011866.1465586;1.745022456178418e+18
200.17.202.34;60920;1745022453177933968;1745022453178361088;850145;0;1.7450224522783695e+18;1000009732.3319027;1.7450224562784084e+18
200.17.202.34;60920;1745022453277954144;1745022453278387200;850146;0;1.7450224523783713e+18;1000010525.4987124;1.7450224563784133e+18
200.17.202.34;60920;1745022453377952642;1745022453378381824;850147;0;1.7450224524783724e+18;1000010522.5488412;1.7450224564784143e+18
200.17.202.34;60920;1745022453477954848;1745022453478388736;850148;0;1.7450224525783741e+18;1000011108.6939571;1.7450224565784187e+18
200.17.202.34;60920;1745022453577971816;1745022453578434304;850149;0;1.7450224526783803e+18;1000016013.8245614;1.7450224566784443e+18
200.17.202.34;60920;1745022453677972872;1745022453678486784;850150;0;1.745022452778391e+18;1000025062.0421053;1.7450224567784914e+18
200.17.202.34;60920;1745022453777967729;1745022453778487552;850151;0;1.7450224528784005e+18;1000032207.0378947;1.7450224568785293e+18
200.17.202.34;60920;1745022453877968446;1745022453878481920;850152;0;1.7450224529784087e+18;1000037127.1341052;1.7450224569785572e+18
200.17.202.34;60920;1745022453977968015;1745022453978437376;850153;0;1.7450224530784115e+18;1000036281.6206946;1.7450224570785567e+18
200.17.202.34;60920;1745022454077961482;1745022454078425856;850154;0;1.745022453178413e+18;1000034087.0586252;1.7450224571785495e+18
200.17.202.34;60920;1745022454177957630;1745022454178422272;850155;0;1.745022453278414e+18;1000031599.9527627;1.7450224572785405e+18
200.17.202.34;60920;1745022454277957319;1745022454278395904;850156;0;1.7450224533784123e+18;1000026622.3574865;1.7450224573785188e+18
200.17.202.34;60920;1745022454377958907;1745022454378419456;850157;0;1.745022453478413e+18;1000024676.9217378;1.7450224574785119e+18
200.17.202.34;60920;1745022454477955605;1745022454478364928;850158;0;1.7450224535784082e+18;1000017396.429564;1.7450224575784778e+18
200.17.202.34;60920;1745022454577958004;1745022454578387200;850159;0;1.745022453678406e+18;1000013557.5866076;1.7450224576784602e+18
200.17.202.34;60920;1745022454677960894;1745022454678319360;850160;0;1.7450224537783972e+18;1000003549.0279467;1.7450224577784113e+18
200.17.202.34;60920;1745022454777967732;1745022454778539776;850161;0;1.7450224538784115e+18;1000017453.325152;1.7450224578784814e+18
200.17.202.34;60920;1745022454877957241;1745022454878338304;850162;0;1.7450224539784044e+18;1000008386.3926368;1.745022457978438e+18
200.17.202.34;60920;1745022454977958049;1745022454978397696;850163;0;1.7450224540784036e+18;1000006882.1533731;1.7450224580784312e+18
200.17.202.34;60920;1745022455077959287;1745022455078401792;850164;0;1.7450224541784033e+18;1000006014.7380358;1.7450224581784274e+18
200.17.202.34;60920;1745022455177952345;1745022455178379008;850165;0;1.7450224542784008e+18;1000002981.2642323;1.7450224582784128e+18
200.17.202.34;60920;1745022455277949813;1745022455278416640;850166;0;1.7450224543784023e+18;1000004270.337809;1.7450224583784195e+18
200.17.202.34;60920;1745022455377931558;1745022455378411264;850167;0;1.7450224544784033e+18;1000004739.304028;1.7450224584784223e+18
200.17.202.34;60920;1745022455477957683;1745022455478355712;850168;0;1.7450224545783987e+18;999999503.7736253;1.7450224585783967e+18
200.17.202.34;60920;1745022455577957331;1745022455578317056;850169;0;1.7450224546783905e+18;999991386.9962628;1.745022458678356e+18
200.17.202.34;60920;1745022455677963799;1745022455678419200;850170;0;1.7450224547783933e+18;999995115.4966365;1.745022458778374e+18
200.17.202.34;60920;1745022455777983885;1745022455778407680;850171;0;1.7450224548783946e+18;999997037.5469729;1.7450224588783828e+18
200.17.202.34;60920;1745022455877962948;1745022455878392832;850172;0;1.7450224549783944e+18;999997154.5922755;1.745022458978383e+18
200.17.202.34;60920;1745022455977983837;1745022455978369024;850173;0;1.7450224550783918e+18;999994904.733048;1.7450224590783713e+18
200.17.202.34;60920;1745022456077964705;1745022456078444800;850174;0;1.745022455178397e+18;1000000713.4597431;1.7450224591783997e+18
200.17.202.34;60920;1745022456177959469;1745022456178444288;850175;0;1.7450224552784018e+18;1000005378.1137688;1.7450224592784233e+18
200.17.202.34;60920;1745022456277945337;1745022456278387200;850176;0;1.7450224553784003e+18;1000003381.102392;1.7450224593784138e+18
200.17.202.34;60920;1745022456377971042;1745022456378433024;850177;0;1.7450224554784036e+18;1000006319.7921528;1.745022459478429e+18
200.17.202.34;60920;1745022456477959650;1745022456478417664;850178;0;1.745022455578405e+18;1000007095.8129375;1.7450224595784335e+18
200.17.202.34;60920;1745022456577962268;1745022456578458880;850179;0;1.7450224556784105e+18;1000011762.2316438;1.7450224596784576e+18
200.17.202.34;60920;1745022456677964735;1745022456678472704;850180;0;1.7450224557784166e+18;1000016806.8084794;1.745022459778484e+18
200.17.202.34;60920;1745022456777949588;1745022456778488832;850181;0;1.7450224558784238e+18;1000022345.3276315;1.7450224598785132e+18
200.17.202.34;60920;1745022456877960116;1745022456878471680;850182;0;1.7450224559784287e+18;1000024897.9948683;1.7450224599785283e+18
200.17.202.34;60920;1745022456977969595;1745022456978473216;850183;0;1.745022456078433e+18;1000026862.5953815;1.7450224600785405e+18
200.17.202.34;60920;1745022457077962411;1745022457078480896;850184;0;1.7450224561784376e+18;1000028963.5358433;1.7450224601785536e+18
200.17.202.34;60920;1745022457177962689;1745022457178465280;850185;0;1.7450224562784404e+18;1000028831.9822589;1.7450224602785556e+18
200.17.202.34;60920;1745022457277971168;1745022457278488576;850186;0;1.7450224563784453e+18;1000030761.584033;1.7450224603785684e+18
200.17.202.34;60920;1745022457377960756;1745022457378448128;850187;0;1.7450224564784456e+18;1000027967.0256298;1.7450224604785574e+18
200.17.202.34;60920;1745022457477956034;1745022457478426112;850188;0;1.7450224565784435e+18;1000023224.7230668;1.7450224605785364e+18
200.17.202.34;60920;1745022457577956023;1745022457578394368;850189;0;1.7450224566784387e+18;1000015987.0507601;1.7450224606785027e+18
200.17.202.34;60920;1745022457677960621;1745022457678458624;850190;0;1.7450224567784407e+18;1000016385.1456841;1.7450224607785062e+18
200.17.202.34;60920;1745022457777952529;1745022457778415360;850191;0;1.7450224568784381e+18;1000012212.2311157;1.745022460878487e+18
200.17.202.34;60920;1745022457877940997;1745022457878298112;850192;0;1.745022456978424e+18;999996987.8080041;1.745022460978412e+18
200.17.202.34;60920;1745022457977951876;1745022457978395136;850193;0;1.745022457078421e+18;999994396.2272037;1.7450224610783985e+18
200.17.202.34;60920;1745022458077946514;1745022458078370304;850194;0;1.7450224571784159e+18;999989887.8044833;1.7450224611783754e+18
200.17.202.34;60920;1745022458177958162;1745022458178364416;850195;0;1.7450224572784108e+18;999985753.424035;1.7450224612783537e+18
200.17.202.34;60920;1745022458277940030;1745022458278286080;850196;0;1.7450224573783982e+18;999974710.8816314;1.745022461378297e+18
200.17.202.34;60920;1745022458377951169;1745022458378417408;850197;0;1.7450224574784e+18;999979159.7934682;1.7450224614783165e+18
200.17.202.34;60920;1745022458477956557;1745022458478446592;850198;0;1.7450224575784046e+18;999985903.0141214;1.7450224615783483e+18
200.17.202.34;60920;1745022458577954386;1745022458578381824;850199;0;1.7450224576784023e+18;999985034.3127093;1.7450224616783424e+18
200.17.202.34;60920;1745022458677954653;1745022458678396672;850200;0;1.7450224577784018e+18;999985967.6814383;1.7450224617783457e+18
200.17.202.34;60920;1745022458777958822;1745022458778388992;850201;0;1.7450224578784005e+18;999986090.9132946;1.745022461878345e+18
200.17.202.34;60920;1745022458877947320;1745022458878330880;850202;0;1.7450224579783936e+18;999980518.621965;1.7450224619783158e+18
200.17.202.34;60920;1745022458977960208;1745022458978331904;850203;0;1.7450224580783875e+18;999976297.1597686;1.7450224620782927e+18
200.17.202.34;60920;1745022459077935486;1745022459078318592;850204;0;1.7450224581783805e+18;999971781.0437918;1.7450224621782676e+18
200.17.202.34;60920;1745022459177967130;1745022459178387968;850205;0;1.7450224582783813e+18;999975345.3394126;1.7450224622782828e+18
200.17.202.34;60920;1745022459277953338;1745022459278370816;850206;0;1.7450224583783803e+18;999976761.2054713;1.7450224623782874e+18
200.17.202.34;60920;1745022459377977016;1745022459378426112;850207;0;1.7450224584783846e+18;999983667.4849242;1.7450224624783194e+18
200.17.202.34;60920;1745022459477959144;1745022459478420736;850208;0;1.7450224585783882e+18;999988910.3364319;1.745022462578344e+18
200.17.202.34;60920;1745022459577960140;1745022459578376192;850209;0;1.745022458678387e+18;999988816.1027887;1.7450224626783421e+18
200.17.202.34;60920;1745022459677967838;1745022459678408960;850210;0;1.745022458778389e+18;999992136.0925099;1.7450224627783575e+18
200.17.202.34;60920;1745022459777969614;1745022459778460928;850211;0;1.7450224588783962e+18;1000000116.0832589;1.7450224628783967e+18
200.17.202.34;60920;1745022459877961183;1745022459878451968;850212;0;1.7450224589784018e+18;1000005685.274933;1.7450224629784246e+18
200.17.202.34;60920;1745022459977962991;1745022459978399232;850213;0;1.7450224590784015e+18;1000004860.7474397;1.745022463078421e+18
200.17.202.34;60920;1745022460077963559;1745022460078447872;850214;0;1.7450224591784064e+18;1000009008.2726958;1.7450224631784425e+18
200.17.202.34;60920;1745022460177961487;1745022460178432256;850215;0;1.745022459278409e+18;1000010693.0454262;1.7450224632784517e+18
200.17.202.34;60920;1745022460277958376;1745022460278423040;850216;0;1.7450224593784105e+18;1000011031.7408836;1.7450224633784545e+18
