CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS
3.8.48.89;38843;1760816425493823469;1760816425531709599;150000;10
3.8.48.89;38843;1760816425593823113;1760816425631707610;150001;10
3.8.48.89;38843;1760816425693832846;1760816425731724720;150002;10
3.8.48.89;38843;1760816425793819380;1760816425831705709;150003;10
3.8.48.89;38843;1760816425893812666;1760816425931686951;150004;10
3.8.48.89;38843;1760816425993810973;1760816426031706746;150005;10
3.8.48.89;38843;1760816426093826664;1760816426131725506;150006;10
3.8.48.89;38843;1760816426193818421;1760816426231685708;150007;10
3.8.48.89;38843;1760816426293831387;1760816426331716162;150008;10
3.8.48.89;38843;1760816426393814073;1760816426431699598;150009;10
3.8.48.89;38843;1760816426493832394;1760816426531715727;150010;10
3.8.48.89;38843;1760816426593827336;1760816426631711500;150011;10
3.8.48.89;38843;1760816426693825901;1760816426731706631;150012;10
3.8.48.89;38843;1760816426793820697;1760816426831683875;150013;10
3.8.48.89;38843;1760816426893816806;1760816426931701597;150014;10
3.8.48.89;38843;1760816426993811339;1760816427031682652;150015;10
3.8.48.89;38843;1760816427093815717;1760816427131701856;150016;10
3.8.48.89;38843;1760816427193812914;1760816427231709928;150017;10
3.8.48.89;38843;1760816427293815973;1760816427331692445;150018;10
3.8.48.89;38843;1760816427393831008;1760816427431723222;150019;10
3.8.48.89;38843;1760816427493816654;1760816427531699480;150020;10
3.8.48.89;38843;1760816427593812369;1760816427631682860;150021;10
3.8.48.89;38843;1760816427693812053;1760816427731680642;150022;10
3.8.48.89;38843;1760816427793810002;1760816427831687044;150023;10
3.8.48.89;38843;1760816427893818413;1760816427931658439;150024;10
3.8.48.89;38843;1760816427993820640;1760816428031717244;150025;10
3.8.48.89;38843;1760816428093810825;1760816428131665744;150026;10
3.8.48.89;38843;1760816428193808449;1760816428231690685;150027;10
3.8.48.89;38843;1760816428293812787;1760816428331699220;150028;10
3.8.48.89;38843;1760816428393816361;1760816428431697101;150029;10
3.8.48.89;38843;1760816428493817423;1760816428531704829;150030;10
3.8.48.89;38843;1760816428593812652;1760816428631690110;150031;10
3.8.48.89;38843;1760816428693813706;1760816428731720456;150032;10
3.8.48.89;38843;1760816428793821575;1760816428831715832;150033;10
3.8.48.89;38843;1760816428893825049;1760816428931718895;150034;10
3.8.48.89;38843;1760816428993815242;1760816429031696875;150035;10
3.8.48.89;38843;1760816429093815000;1760816429131697736;150036;10
3.8.48.89;38843;1760816429193816506;1760816429231677364;150037;10
3.8.48.89;38843;1760816429293817122;1760816429331703015;150038;10
3.8.48.89;38843;1760816429393821283;1760816429431716423;150039;10
3.8.48.89;38843;1760816429493815025;1760816429531731448;150040;10
3.8.48.89;38843;1760816429593820931;1760816429631697643;150041;10
3.8.48.89;38843;1760816429693813303;1760816429731686582;150042;10
3.8.48.89;38843;1760816429793817755;1760816429831692865;150043;10
3.8.48.89;38843;1760816429893810854;1760816429931688192;150044;10
3.8.48.89;38843;1760816429993846629;1760816430031722310;150045;10
3.8.48.89;38843;1760816430093811901;1760816430131687592;150046;10
3.8.48.89;38843;1760816430193816660;1760816430231705716;150047;10
3.8.48.89;38843;1760816430293812112;1760816430331678624;150048;10
3.8.48.89;38843;1760816430393813170;1760816430431696087;150049;10
3.8.48.89;38843;1760816430493805676;1760816430531689959;150050;10
3.8.48.89;38843;1760816430593813077;1760816430631690894;150051;10
3.8.48.89;38843;1760816430693822683;1760816430731696799;150052;10
3.8.48.89;38843;1760816430793820998;1760816430831707946;150053;10
3.8.48.89;38843;1760816430893819701;1760816430931667525;150054;10
3.8.48.89;38843;1760816430993830473;1760816431031799767;150055;10
3.8.48.89;38843;1760816431093811324;1760816431131706446;150056;10
3.8.48.89;38843;1760816431193807214;1760816431231691559;150057;10
3.8.48.89;38843;1760816431293816241;1760816431331697299;150058;10
3.8.48.89;38843;1760816431393809860;1760816431431674021;150059;10
3.8.48.89;38843;1760816431493812749;1760816431531689357;150060;10
3.8.48.89;38843;1760816431593813945;1760816431631681527;150061;10
3.8.48.89;38843;1760816431693817027;1760816431731705660;150062;10
3.8.48.89;38843;1760816431793812872;1760816431831715391;150063;10
3.8.48.89;38843;1760816431893806231;1760816431931704370;150064;10
3.8.48.89;38843;1760816431993830032;1760816432031723231;150065;10
3.8.48.89;38843;1760816432093811752;1760816432131674400;150066;10
3.8.48.89;38843;1760816432193811997;1760816432231691596;150067;10
3.8.48.89;38843;1760816432293813189;1760816432331700245;150068;10
3.8.48.89;38843;1760816432393813816;1760816432431692895;150069;10
3.8.48.89;38843;1760816432493817093;1760816432531686359;150070;10
3.8.48.89;38843;1760816432593817741;1760816432631709902;150071;10
3.8.48.89;38843;1760816432693825122;1760816432731695391;150072;10
3.8.48.89;38843;1760816432793810340;1760816432831680224;150073;10
3.8.48.89;38843;1760816432893816128;1760816432931695852;150074;10
3.8.48.89;38843;1760816432993815219;1760816433031735149;150075;10
3.8.48.89;38843;1760816433093820419;1760816433131675000;150076;10
3.8.48.89;38843;1760816433193812086;1760816433231683320;150077;10
3.8.48.89;38843;1760816433293825991;1760816433331714932;150078;10
3.8.48.89;38843;1760816433393819135;1760816433431727010;150079;10
3.8.48.89;38843;1760816433493818945;1760816433531692274;150080;10
3.8.48.89;38843;1760816433593813919;1760816433631696539;150081;10
3.8.48.89;38843;1760816433693807415;1760816433731672026;150082;10
3.8.48.89;38843;1760816433793815519;1760816433831694204;150083;10
3.8.48.89;38843;1760816433893820351;1760816433931692183;150084;10
