sequence_number,time_to_detect_ms
465383,100.0
506353,100.0
213263,100.0
120345,100.0
65807,100.0
100381,100.0
560656,100.006144
668878,100.00384
440712,100.0
325837,100.0
158940,100.0
280292,100.0
798225,100.002304
684805,100.003584
640180,100.004352
80078,100.0
170530,100.0
319189,100.0
635086,100.004352
269362,100.0
87366,100.0
608238,100.00512
422904,100.0
806483,100.002304
201142,100.0
461976,100.0
41967,100.0
83360,100.0
794387,100.002304
37014,100.0
